sku;ean;titulo;custo;imposto;embalagem;frete;outros
00103800;7898915802184;gelele slime balde 457g roxo (roxo 3495 un);11,82;12;0;0;0
00116537;7899714845686;babuche boa onda 1716 john (100-05 preto/preto-bco 37/38);56,04;12;0;0;0
00116539;7899714845693;babuche boa onda 1716 john (100-05 preto/preto-bco 39/40);56,04;12;0;0;0
00116541;7899714845709;babuche boa onda 1716 john (100-05 preto/preto-bco 41/42);56,04;12;0;0;0
00116543;7899714845716;babuche boa onda 1716 john (100-05 preto/preto-bco 43/44);56,04;12;0;0;0
001KIT;;;25,13;12;0;0;0
001KIT1;;;25,13;12;0;0;0
00415500;7909914967290;mochila molekinha 20023.1 pvc/gorgurao lurex preto (17131 preto 01/prata un);61,63;12;0;0;0
00591200;;bolsa  praia tote bag mf3545 rosa claro (rosa claro 3545 un);13,04;12;0;0;0
00591300;;bolsa de praia tote bag mf3495 bananinha (roxo 3495 un);4,13;12;0;0;0
00591400;;bolsa de praia tote bag mf3495 bananinha (laranja 3495 un);4,13;12;0;0;0
00591500;7899753550138;bolsa de praia tote bag mf3495 bananinha (verde 3495 un);4,13;12;0;0;0
00596800;;mochila clio pets cp2649d tubarao vermelho/azul (vermelho/azul un);20,80;12;0;0;0
00596900;;mochila clio pets cp2649d patinho amarelo/azul (amarelo/azul un);20,80;12;0;0;0
00607835;7909989203491;chinelo havaianas top basic (t basic branco/br/branco 35/36);23,55;12;0;0;0
00607837;7909989203507;chinelo havaianas top basic (t basic branco/br/branco 37/38);23,55;12;0;0;0
00607839;7909989203514;chinelo havaianas top basic (t basic branco/br/branco 39/40);23,55;12;0;0;0
00607841;7909989203521;chinelo havaianas top basic (t basic branco/br/branco 41/42);23,55;12;0;0;0
00607843;7909989203538;chinelo havaianas top basic (t basic branco/br/branco 43/44);23,55;12;0;0;0
00607845;7909989203545;chinelo havaianas top basic (t basic branco/br/branco 45/46);23,55;12;0;0;0
00607847;;chinelo havaianas top basic (t basic branco/br/branco 47/48);23,55;12;0;0;0
00609201;027084120134;carro hot wheels sortido und (sortido und);14,72;12;0;0;0
00610000;7898947387086;slime gelele ovo surpresa unicornio (unicornio sortido un);7,02;12;0;0;0
00610523;;chinelo rider 11592 slide street (ar411 preto/preto 23/24);19,38;12;0;0;0
00610525;;chinelo rider 11592 slide street (ar411 preto/preto 25);19,38;12;0;0;0
00610526;7909937154806;chinelo rider 11592 slide street (ar411 preto/preto 26/27);19,38;12;0;0;0
00610528;7909937154813;chinelo rider 11592 slide street (ar411 preto/preto 28);19,38;12;0;0;0
00610529;7909937154820;chinelo rider 11592 slide street (ar411 preto/preto 29);19,38;12;0;0;0
00610530;7909937154837;chinelo rider 11592 slide street (ar411 preto/preto 30);19,38;12;0;0;0
00610531;7909937154844;chinelo rider 11592 slide street (ar411 preto/preto 31);19,38;12;0;0;0
00610532;7909937154851;chinelo rider 11592 slide street (ar411 preto/preto 32/33);19,38;12;0;0;0
00610534;7909937154868;chinelo rider 11592 slide street (ar411 preto/preto 34);19,38;12;0;0;0
00610535;7909937154875;chinelo rider 11592 slide street (ar411 preto/preto 35/36);19,38;12;0;0;0
00613200;7898947386638;mola doce brinquedo mania (mola sortida un);7,83;12;0;0;0
00613300;7898915802269;mola doce brinquedo unicornio (mola unicornio color un);6,64;12;0;0;0
00613400;1009015915079;carrinho maisto und (maisto sortido un);8,94;12;0;0;0
00614315;;tenis klin 453.106 walk baby (walk branco/marinho/verme 15);57,68;12;0;0;0
00614316;;tenis klin 453.106 walk baby (walk branco/marinho/verme 16);57,68;12;0;0;0
00614317;;tenis klin 453.106 walk baby (walk branco/marinho/verme 17);57,68;12;0;0;0
00614318;;tenis klin 453.106 walk baby (walk branco/marinho/verme 18);57,68;12;0;0;0
00614319;7909874161936;tenis klin 453.106 walk baby (walk branco/marinho/verme 19);57,68;12;0;0;0
00614320;7909874161943;tenis klin 453.106 walk baby (walk branco/marinho/verme 20);57,68;12;0;0;0
00614321;7909874161950;tenis klin 453.106 walk baby (walk branco/marinho/verme 21);57,68;12;0;0;0
00614322;7909874161967;tenis klin 453.106 walk baby (walk branco/marinho/verme 22);57,68;12;0;0;0
00614323;;tenis klin 453.106 walk baby (walk branco/marinho/verme 23);57,68;12;0;0;0
00614324;;tenis klin 453.106 walk baby (walk branco/marinho/verme 24);57,68;12;0;0;0
00614325;;tenis klin 453.106 walk baby (walk branco/marinho/verme 25);57,68;12;0;0;0
00614326;;tenis klin 453.106 walk baby (walk branco/marinho/verme 26);57,68;12;0;0;0
00614327;;tenis klin 453.106 walk baby (walk branco/marinho/verme 27);57,68;12;0;0;0
00621300;;mochila clio pets  cp24000d bombeiro vermelho (bombeiro vermelho un);19,34;12;0;0;0
00621400;7908040459488;mochila clio pets cp24000d kombi azul (kombi azul un);19,34;12;0;0;0
00624033;7890557699221;chinelo havaianas brasil azul naval (azul naval hav br 33/34);27,99;12;0;0;0
00624035;7890557699337;chinelo havaianas brasil azul naval (azul naval hav br 35/36);27,99;12;0;0;0
00624037;7891224443956;chinelo havaianas brasil azul naval (azul naval hav br 37/38);27,99;12;0;0;0
00624039;7890557699498;chinelo havaianas brasil azul naval (azul naval hav br 39/40);27,99;12;0;0;0
00624041;7890557699504;chinelo havaianas brasil azul naval (azul naval hav br 41/42);27,99;12;0;0;0
00624043;7890557699511;chinelo havaianas brasil azul naval (azul naval hav br 43/44);27,99;12;0;0;0
00624045;7890557699528;chinelo havaianas brasil azul naval (azul naval hav br 45/46);27,99;12;0;0;0
00624047;7890557699535;chinelo havaianas brasil azul naval (azul naval hav br 47/48);27,99;12;0;0;0
00624633;7895265145282;chinelo havaianas brasil branco (branco hav br 33/34);27,99;12;0;0;0
00624635;7895265145299;chinelo havaianas brasil branco (branco hav br 35/36);27,99;12;0;0;0
00624637;7895265145305;chinelo havaianas brasil branco (branco hav br 37/38);27,99;12;0;0;0
00624639;7895265145312;chinelo havaianas brasil branco (branco hav br 39/40);27,99;12;0;0;0
00624641;7895265145329;chinelo havaianas brasil branco (branco hav br 41/42);27,99;12;0;0;0
00624643;7895265145336;chinelo havaianas brasil branco (branco hav br 43/44);27,99;12;0;0;0
00624645;7895265757799;chinelo havaianas brasil branco (branco hav br 45/46);27,99;12;0;0;0
00624647;7890557339561;chinelo havaianas brasil branco (branco hav br 47/48);27,99;12;0;0;0
00624833;7895265700320;chinelo havaianas brasil preto (preto hav br 33/34);27,99;12;0;0;0
00624835;7895265700337;chinelo havaianas brasil preto (preto hav br 35/36);27,99;12;0;0;0
00624837;7895265700344;chinelo havaianas brasil preto (preto hav br 37/38);27,99;12;0;0;0
00624839;7895265700351;chinelo havaianas brasil preto (preto hav br 39/40);27,99;12;0;0;0
00624841;7895265700368;chinelo havaianas brasil preto (preto hav br 41/42);27,99;12;0;0;0
00624843;7895265700375;chinelo havaianas brasil preto (preto hav br 43/44);27,99;12;0;0;0
00624845;7895265788915;chinelo havaianas brasil preto (preto hav br 45/46);27,99;12;0;0;0
00624847;7890732505729;chinelo havaianas brasil preto (preto hav br 47/48);27,99;12;0;0;0
00626217;7909937440343;sandalia zaxynina 18859 baby power (au059 rosa medio 17/18);36,87;12;0;0;0
00626219;7909937440350;sandalia zaxynina 18859 baby power (au059 rosa medio 19);36,87;12;0;0;0
00626220;7909937440367;sandalia zaxynina 18859 baby power (au059 rosa medio 20);36,87;12;0;0;0
00626221;7909937440374;sandalia zaxynina 18859 baby power (au059 rosa medio 21);36,87;12;0;0;0
00626222;7909937440381;sandalia zaxynina 18859 baby power (au059 rosa medio 22);36,87;12;0;0;0
00626223;7909937440398;sandalia zaxynina 18859 baby power (au059 rosa medio 23/24);36,87;12;0;0;0
00626225;7909937440404;sandalia zaxynina 18859 baby power (au059 rosa medio 25);36,87;12;0;0;0
00626226;7909937440411;sandalia zaxynina 18859 baby power (au059 rosa medio 26/27);36,87;12;0;0;0
00626933;7909937503611;TAMANCO AZALEIA 18908 FABI LIGHT PRETO (FL AV596 PRETO 33/34);37,54;12;0;0;0
00626935;7909937503628;TAMANCO AZALEIA 18908 FABI LIGHT PRETO (FL AV596 PRETO 35);37,54;12;0;0;0
00626936;7909937503635;TAMANCO AZALEIA 18908 FABI LIGHT PRETO (FL AV596 PRETO 36);37,54;12;0;0;0
00626937;7909937503642;TAMANCO AZALEIA 18908 FABI LIGHT PRETO (FL AV596 PRETO 37);37,54;12;0;0;0
00626938;7909937503659;TAMANCO AZALEIA 18908 FABI LIGHT PRETO (FL AV596 PRETO 38);37,54;12;0;0;0
00626939;7909937503666;TAMANCO AZALEIA 18908 FABI LIGHT PRETO (FL AV596 PRETO 39/40);37,54;12;0;0;0
00628533;7909843610977;chinelo dedo havaianas slim liso (sl amarelo pop 33/34);24,52;12;0;0;0
00628535;7909843611042;chinelo dedo havaianas slim liso (sl amarelo pop 35/36);24,52;12;0;0;0
00628537;7909843611059;chinelo dedo havaianas slim liso (sl amarelo pop 37/38);24,52;12;0;0;0
00628539;7909843611066;chinelo dedo havaianas slim liso (sl amarelo pop 39/40);24,52;12;0;0;0
00628541;7909843611073;chinelo dedo havaianas slim liso (sl amarelo pop 41/42);24,52;12;0;0;0
00628543;;chinelo dedo havaianas slim liso (sl amarelo pop 43/44);24,52;12;0;0;0
00628545;;chinelo dedo havaianas slim liso (sl amarelo pop 45/46);24,52;12;0;0;0
00628547;;chinelo dedo havaianas slim liso (sl amarelo pop 47/48);24,52;12;0;0;0
00628633;7890557502460;chinelo dedo havaianas slim liso (sl areia/dourado 33/34);24,52;12;0;0;0
00628635;7890557502477;chinelo dedo havaianas slim liso (sl areia/dourado 35/36);24,52;12;0;0;0
00628637;7890557502484;chinelo dedo havaianas slim liso (sl areia/dourado 37/38);24,52;12;0;0;0
00628639;7890557502491;chinelo dedo havaianas slim liso (sl areia/dourado 39/40);24,52;12;0;0;0
00628641;7890557502507;chinelo dedo havaianas slim liso (sl areia/dourado 41/42);24,52;12;0;0;0
00628643;;chinelo dedo havaianas slim liso (sl areia/dourado 43/44);24,52;12;0;0;0
00628645;;chinelo dedo havaianas slim liso (sl areia/dourado 45/46);24,52;12;0;0;0
00628647;;chinelo dedo havaianas slim liso (sl areia/dourado 47/48);24,52;12;0;0;0
00628733;7890732316219;chinelo dedo havaianas slim liso (sl branco 33/34);24,52;12;0;0;0
00628735;7890732316226;chinelo dedo havaianas slim liso (sl branco 35/36);24,52;12;0;0;0
00628737;7890732316233;chinelo dedo havaianas slim liso (sl branco 37/38);24,52;12;0;0;0
00628739;7890732316240;chinelo dedo havaianas slim liso (sl branco 39/40);24,52;12;0;0;0
00628741;7890732316257;chinelo dedo havaianas slim liso (sl branco 41/42);24,52;12;0;0;0
00628743;7893249595511;chinelo dedo havaianas slim liso (sl branco 43/44);24,52;12;0;0;0
00628745;;chinelo dedo havaianas slim liso (sl branco 45/46);24,52;12;0;0;0
00628747;;chinelo dedo havaianas slim liso (sl branco 47/48);24,52;12;0;0;0
00629333;7909843821861;chinelo dedo havaianas elegance liso (elegance liso preto/preto 33/34);15,70;12;0;0;0
00629335;7909843821878;chinelo dedo havaianas elegance liso (elegance liso preto/preto 35/36);15,70;12;0;0;0
00629337;7909843821885;chinelo dedo havaianas elegance liso (elegance liso preto/preto 37/38);15,70;12;0;0;0
00629339;7909843821892;chinelo dedo havaianas elegance liso (elegance liso preto/preto 39/40);15,70;12;0;0;0
00629341;7909843821908;chinelo dedo havaianas elegance liso (elegance liso preto/preto 41/42);15,70;12;0;0;0
00629343;;chinelo dedo havaianas elegance liso (elegance liso preto/preto 43/44);15,70;12;0;0;0
00629345;;chinelo dedo havaianas elegance liso (elegance liso preto/preto 45/46);15,70;12;0;0;0
00629347;;chinelo dedo havaianas elegance liso (elegance liso preto/preto 47/48);15,70;12;0;0;0
00629733;7909843611325;chinelo dedo havaianas slim liso (sl pink fever 33/34);24,52;12;0;0;0
00629735;7909843617112;chinelo dedo havaianas slim liso (sl pink fever 35/36);24,52;12;0;0;0
00629737;7909843617129;chinelo dedo havaianas slim liso (sl pink fever 37/38);24,52;12;0;0;0
00629739;7909843617136;chinelo dedo havaianas slim liso (sl pink fever 39/40);24,52;12;0;0;0
00629741;7909843617143;chinelo dedo havaianas slim liso (sl pink fever 41/42);24,52;12;0;0;0
00629743;;chinelo dedo havaianas slim liso (sl pink fever 43/44);24,52;12;0;0;0
00629745;;chinelo dedo havaianas slim liso (sl pink fever 45/46);24,52;12;0;0;0
00629747;;chinelo dedo havaianas slim liso (sl pink fever 47/48);24,52;12;0;0;0
00629833;7890732316462;chinelo dedo havaianas slim liso (sl preto 33/34);24,52;12;0;0;0
00629835;7890732316479;chinelo dedo havaianas slim liso (sl preto 35/36);24,52;12;0;0;0
00629837;7890732316486;chinelo dedo havaianas slim liso (sl preto 37/38);24,52;12;0;0;0
00629839;7890732316493;chinelo dedo havaianas slim liso (sl preto 39/40);24,52;12;0;0;0
00629841;7890732316509;chinelo dedo havaianas slim liso (sl preto 41/42);24,52;12;0;0;0
00629843;7893249595573;chinelo dedo havaianas slim liso (sl preto 43/44);24,52;12;0;0;0
00629845;;chinelo dedo havaianas slim liso (sl preto 45/46);24,52;12;0;0;0
00629847;;chinelo dedo havaianas slim liso (sl preto 47/48);24,52;12;0;0;0
00630033;7893249567068;chinelo dedo havaianas slim liso (sl rosa ballet 33/34);24,52;12;0;0;0
00630035;7893249567075;chinelo dedo havaianas slim liso (sl rosa ballet 35/36);24,52;12;0;0;0
00630037;7893249567082;chinelo dedo havaianas slim liso (sl rosa ballet 37/38);24,52;12;0;0;0
00630039;7893249567099;chinelo dedo havaianas slim liso (sl rosa ballet 39/40);24,52;12;0;0;0
00630041;7893249567105;chinelo dedo havaianas slim liso (sl rosa ballet 41/42);24,52;12;0;0;0
00630043;7893249595559;chinelo dedo havaianas slim liso (sl rosa ballet 43/44);24,52;12;0;0;0
00630045;;chinelo dedo havaianas slim liso (sl rosa ballet 45/46);24,52;12;0;0;0
00630047;;chinelo dedo havaianas slim liso (sl rosa ballet 47/48);24,52;12;0;0;0
00630633;7891266542044;chinelo dedo havaianas slim liso (sl rose gold 33/34);24,52;12;0;0;0
00630635;7891266542051;chinelo dedo havaianas slim liso (sl rose gold 35/36);24,52;12;0;0;0
00630637;7891266542068;chinelo dedo havaianas slim liso (sl rose gold 37/38);24,52;12;0;0;0
00630639;7891266542075;chinelo dedo havaianas slim liso (sl rose gold 39/40);24,52;12;0;0;0
00630641;7891266542082;chinelo dedo havaianas slim liso (sl rose gold 41/42);24,52;12;0;0;0
00630643;7893249602936;chinelo dedo havaianas slim liso (sl rose gold 43/44);24,52;12;0;0;0
00630645;;chinelo dedo havaianas slim liso (sl rose gold 45/46);24,52;12;0;0;0
00630647;;chinelo dedo havaianas slim liso (sl rose gold 47/48);24,52;12;0;0;0
00630733;7909843379843;chinelo dedo havaianas top liso (top l amarelo pop 33/34);19,99;12;0;0;0
00630735;7909843379850;chinelo dedo havaianas top liso (top l amarelo pop 35/36);19,99;12;0;0;0
00630737;7909843379867;chinelo dedo havaianas top liso (top l amarelo pop 37/38);19,99;12;0;0;0
00630739;7909843379874;chinelo dedo havaianas top liso (top l amarelo pop 39/40);19,99;12;0;0;0
00630741;7909843379881;chinelo dedo havaianas top liso (top l amarelo pop 41/42);19,99;12;0;0;0
00630743;7909843379898;chinelo dedo havaianas top liso (top l amarelo pop 43/44);19,99;12;0;0;0
00630833;7890541601865;chinelo dedo havaianas top liso (top l marinho 33/34);19,99;12;0;0;0
00630835;7890541601872;chinelo dedo havaianas top liso (top l marinho 35/36);19,99;12;0;0;0
00630837;7890541601889;chinelo dedo havaianas top liso (top l marinho 37/38);19,99;12;0;0;0
00630839;7890541601896;chinelo dedo havaianas top liso (top l marinho 39/40);19,99;12;0;0;0
00630841;7890541601902;chinelo dedo havaianas top liso (top l marinho 41/42);19,99;12;0;0;0
00630843;7890541601919;chinelo dedo havaianas top liso (top l marinho 43/44);19,99;12;0;0;0
00630845;7890541601926;chinelo dedo havaianas top liso (top l marinho 45/46);19,99;12;0;0;0
00630933;7890557722219;chinelo dedo havaianas top liso (top l azul naval 33/34);19,99;12;0;0;0
00630935;7890557722226;chinelo dedo havaianas top liso (top l azul naval 35/36);19,99;12;0;0;0
00630937;7890557722233;chinelo dedo havaianas top liso (top l azul naval 37/38);19,99;12;0;0;0
00630939;7890557722240;chinelo dedo havaianas top liso (top l azul naval 39/40);19,99;12;0;0;0
00630941;7890557722257;chinelo dedo havaianas top liso (top l azul naval 41/42);19,99;12;0;0;0
00630943;7890557722264;chinelo dedo havaianas top liso (top l azul naval 43/44);19,99;12;0;0;0
00630945;7890557722271;chinelo dedo havaianas top liso (top l azul naval 45/46);19,99;12;0;0;0
00631033;7891109714461;chinelo dedo havaianas top liso (top l branco 33/34);19,99;12;0;0;0
00631035;7891109714478;chinelo dedo havaianas top liso (top l branco 35/36);19,99;12;0;0;0
00631037;7891109714485;chinelo dedo havaianas top liso (top l branco 37/38);19,99;12;0;0;0
00631039;7891109714492;chinelo dedo havaianas top liso (top l branco 39/40);19,99;12;0;0;0
00631041;7891109714508;chinelo dedo havaianas top liso (top l branco 41/42);19,99;12;0;0;0
00631043;7891109714515;chinelo dedo havaianas top liso (top l branco 43/44);19,99;12;0;0;0
00631045;7895265222051;chinelo dedo havaianas top liso (top l branco 45/46);19,99;12;0;0;0
00631047;7890732577061;chinelo dedo havaianas top liso (top l branco 47/48);19,99;12;0;0;0
00632233;7891109486191;chinelo dedo havaianas top liso (top l preto 33/34);19,99;12;0;0;0
00632235;7891109486207;chinelo dedo havaianas top liso (top l preto 35/36);19,99;12;0;0;0
00632237;7891109486214;chinelo dedo havaianas top liso (top l preto 37/38);19,99;12;0;0;0
00632239;7891109486221;chinelo dedo havaianas top liso (top l preto 39/40);19,99;12;0;0;0
00632241;7891109486238;chinelo dedo havaianas top liso (top l preto 41/42);19,99;12;0;0;0
00632243;7891109486245;chinelo dedo havaianas top liso (top l preto 43/44);19,99;12;0;0;0
00632245;7895265222068;chinelo dedo havaianas top liso (top l preto 45/46);19,99;12;0;0;0
00633033;7891109146354;chinelo dedo havaianas tradicional (hav trad azul 33/34);14,81;12;0;0;0
00633035;7891109146361;chinelo dedo havaianas tradicional (hav trad azul 35/36);14,81;12;0;0;0
00633037;7891109146378;chinelo dedo havaianas tradicional (hav trad azul 37/38);14,81;12;0;0;0
00633039;7891109146385;chinelo dedo havaianas tradicional (hav trad azul 39/40);14,81;12;0;0;0
00633041;7891109146392;chinelo dedo havaianas tradicional (hav trad azul 41/42);14,81;12;0;0;0
00633043;7891109146408;chinelo dedo havaianas tradicional (hav trad azul 43/44);14,81;12;0;0;0
00633045;7891109890455;chinelo dedo havaianas tradicional (hav trad azul 45/46);14,81;12;0;0;0
00633047;;chinelo dedo havaianas tradicional (hav trad azul 47/48);14,81;12;0;0;0
00633133;27891109146570;chinelo havaianas tradicional (hav trad preto 33/34);14,81;12;0;0;0
00633135;7891109146583;chinelo havaianas tradicional (hav trad preto 35/36);14,81;12;0;0;0
00633137;7891109146590;chinelo havaianas tradicional (hav trad preto 37/38);14,81;12;0;0;0
00633139;27891109146600;chinelo havaianas tradicional (hav trad preto 39/40);14,81;12;0;0;0
00633141;7891109146613;chinelo havaianas tradicional (hav trad preto 41/42);14,81;12;0;0;0
00633143;7891109146620;chinelo havaianas tradicional (hav trad preto 43/44);14,81;12;0;0;0
00633145;7891109890462;chinelo havaianas tradicional (hav trad preto 45/46);14,81;12;0;0;0
00633147;7891109146606;chinelo havaianas tradicional (hav trad preto 47/48);14,81;12;0;0;0
00634133;7893249751863;chinelo havaianas tradicional (hav trad rosa flux 33/34);14,81;12;0;0;0
00634135;7893249751870;chinelo havaianas tradicional (hav trad rosa flux 35/36);14,81;12;0;0;0
00634137;7893249751887;chinelo havaianas tradicional (hav trad rosa flux 37/38);14,81;12;0;0;0
00634139;7893249751894;chinelo havaianas tradicional (hav trad rosa flux 39/40);14,81;12;0;0;0
00634141;7893249751900;chinelo havaianas tradicional (hav trad rosa flux 41/42);14,81;12;0;0;0
00634143;7893249751917;chinelo havaianas tradicional (hav trad rosa flux 43/44);14,81;12;0;0;0
00634145;7893249751924;chinelo havaianas tradicional (hav trad rosa flux 45/46);14,81;12;0;0;0
00634147;;chinelo havaianas tradicional (hav trad rosa flux 47/48);14,81;12;0;0;0
00636733;7909843020530;chinelo dedo havaianas slim square liso (sqe branco/branco 33/34);29,47;12;0;0;0
00636735;7909843020547;chinelo dedo havaianas slim square liso (sqe branco/branco 35/36);29,47;12;0;0;0
00636737;7909843020554;chinelo dedo havaianas slim square liso (sqe branco/branco 37/38);29,47;12;0;0;0
00636739;7909843020561;chinelo dedo havaianas slim square liso (sqe branco/branco 39/40);29,47;12;0;0;0
00636741;7909843020578;chinelo dedo havaianas slim square liso (sqe branco/branco 41/42);29,47;12;0;0;0
00636743;;chinelo dedo havaianas slim square liso (sqe branco/branco 43/44);29,47;12;0;0;0
00636933;7909843020585;chinelo dedo havaianas slim square liso (square preto 33/34);29,47;12;0;0;0
00636935;7909843020592;chinelo dedo havaianas slim square liso (square preto 35/36);29,47;12;0;0;0
00636937;7909843020608;chinelo dedo havaianas slim square liso (square preto 37/38);29,47;12;0;0;0
00636939;7909843020615;chinelo dedo havaianas slim square liso (square preto 39/40);29,47;12;0;0;0
00636941;7909843020622;chinelo dedo havaianas slim square liso (square preto 41/42);29,47;12;0;0;0
00636943;;chinelo dedo havaianas slim square liso (square preto 43/44);29,47;12;0;0;0
00637233;7909843020639;chinelo dedo havaianas slim square liso (sqe rosa crocus 33/34);29,47;12;0;0;0
00637235;7909843020646;chinelo dedo havaianas slim square liso (sqe rosa crocus 35/36);29,47;12;0;0;0
00637237;7909843020653;chinelo dedo havaianas slim square liso (sqe rosa crocus 37/38);29,47;12;0;0;0
00637239;7909843020660;chinelo dedo havaianas slim square liso (sqe rosa crocus 39/40);29,47;12;0;0;0
00637241;7909843020677;chinelo dedo havaianas slim square liso (sqe rosa crocus 41/42);29,47;12;0;0;0
00637243;;chinelo dedo havaianas slim square liso (sqe rosa crocus 43/44);29,47;12;0;0;0
00638737;7909843904052;chinelo dedo havaianas power 2.0 (power 2.0 branco/preto 37/38);43,44;12;0;0;0
00638739;7909843904069;chinelo dedo havaianas power 2.0 (power 2.0 branco/preto 39/40);43,44;12;0;0;0
00638741;7909843904076;chinelo dedo havaianas power 2.0 (power 2.0 branco/preto 41/42);43,44;12;0;0;0
00638743;7909843904083;chinelo dedo havaianas power 2.0 (power 2.0 branco/preto 43/44);43,44;12;0;0;0
00638745;7909843904090;chinelo dedo havaianas power 2.0 (power 2.0 branco/preto 45/46);43,44;12;0;0;0
00638837;7893249344454;chinelo dedo havaianas power 2.0 (power 2.0 preto 37/38);43,44;12;0;0;0
00638839;7893249344461;chinelo dedo havaianas power 2.0 (power 2.0 preto 39/40);43,44;12;0;0;0
00638841;7893249344478;chinelo dedo havaianas power 2.0 (power 2.0 preto 41/42);43,44;12;0;0;0
00638843;7893249344485;chinelo dedo havaianas power 2.0 (power 2.0 preto 43/44);43,44;12;0;0;0
00638845;7893249344492;chinelo dedo havaianas power 2.0 (power 2.0 preto 45/46);43,44;12;0;0;0
00639127;7900015448084;sandalia molekinha 2347.100 mini shine (ouro rosado shine 27);49,70;12;0;0;0
00639128;7900015448091;sandalia molekinha 2347.100 mini shine (ouro rosado shine 28);49,70;12;0;0;0
00639129;7900015448107;sandalia molekinha 2347.100 mini shine (ouro rosado shine 29);49,70;12;0;0;0
00639130;7900015448114;sandalia molekinha 2347.100 mini shine (ouro rosado shine 30);49,70;12;0;0;0
00639131;7900015448121;sandalia molekinha 2347.100 mini shine (ouro rosado shine 31);49,70;12;0;0;0
00639132;7900015448138;sandalia molekinha 2347.100 mini shine (ouro rosado shine 32);49,70;12;0;0;0
00639133;7900015448145;sandalia molekinha 2347.100 mini shine (ouro rosado shine 33);49,70;12;0;0;0
00639134;7900015448152;sandalia molekinha 2347.100 mini shine (ouro rosado shine 34);49,70;12;0;0;0
00639135;7900015448169;sandalia molekinha 2347.100 mini shine (ouro rosado shine 35);49,70;12;0;0;0
00639136;7900015448176;sandalia molekinha 2347.100 mini shine (ouro rosado shine 36);49,70;12;0;0;0
00639535;7909690520399;chinelo dedo havaianas dual (dual branco cinza gelo 35/36);36,63;12;0;0;0
00639537;7909690520405;chinelo dedo havaianas dual (dual branco cinza gelo 37/38);36,63;12;0;0;0
00639539;7909690520412;chinelo dedo havaianas dual (dual branco cinza gelo 39/40);36,63;12;0;0;0
00639541;7909690520429;chinelo dedo havaianas dual (dual branco cinza gelo 41/42);36,63;12;0;0;0
00639543;7909690520436;chinelo dedo havaianas dual (dual branco cinza gelo 43/44);36,63;12;0;0;0
00639545;7909690520443;chinelo dedo havaianas dual (dual branco cinza gelo 45/46);36,63;12;0;0;0
00639547;7909690520450;chinelo dedo havaianas dual (dual branco cinza gelo 47/48);36,63;12;0;0;0
00639735;7909843662631;chinelo dedo havaianas dual (dual marinho/marinho 35/36);36,63;12;0;0;0
00639737;7909843662648;chinelo dedo havaianas dual (dual marinho/marinho 37/38);36,63;12;0;0;0
00639739;7909843662655;chinelo dedo havaianas dual (dual marinho/marinho 39/40);36,63;12;0;0;0
00639741;7909843662662;chinelo dedo havaianas dual (dual marinho/marinho 41/42);36,63;12;0;0;0
00639743;7909843662679;chinelo dedo havaianas dual (dual marinho/marinho 43/44);36,63;12;0;0;0
00639745;7909843662686;chinelo dedo havaianas dual (dual marinho/marinho 45/46);36,63;12;0;0;0
00639747;7909843662693;chinelo dedo havaianas dual (dual marinho/marinho 47/48);36,63;12;0;0;0
00639935;7909690520320;chinelo dedo havaianas dual (dual preto/cinza aco 35/36);36,63;12;0;0;0
00639937;7909690520337;chinelo dedo havaianas dual (dual preto/cinza aco 37/38);36,63;12;0;0;0
00639939;7909690520344;chinelo dedo havaianas dual (dual preto/cinza aco 39/40);36,63;12;0;0;0
00639941;7909690520351;chinelo dedo havaianas dual (dual preto/cinza aco 41/42);36,63;12;0;0;0
00639943;7909690520368;chinelo dedo havaianas dual (dual preto/cinza aco 43/44);36,63;12;0;0;0
00639945;7909690520375;chinelo dedo havaianas dual (dual preto/cinza aco 45/46);36,63;12;0;0;0
00639947;7909690520382;chinelo dedo havaianas dual (dual preto/cinza aco 47/48);36,63;12;0;0;0
00642135;7909843666189;chinelo havaianas top basic (t basic marinho/mar/branc 35/36);23,55;12;0;0;0
00642137;7909843666196;chinelo havaianas top basic (t basic marinho/mar/branc 37/38);23,55;12;0;0;0
00642139;7909843666202;chinelo havaianas top basic (t basic marinho/mar/branc 39/40);23,55;12;0;0;0
00642141;7909843666219;chinelo havaianas top basic (t basic marinho/mar/branc 41/42);23,55;12;0;0;0
00642143;7909843666226;chinelo havaianas top basic (t basic marinho/mar/branc 43/44);23,55;12;0;0;0
00642145;7909843666233;chinelo havaianas top basic (t basic marinho/mar/branc 45/46);23,55;12;0;0;0
00642147;;chinelo havaianas top basic (t basic marinho/mar/branc 47/48);23,55;12;0;0;0
00642435;7909843666301;chinelo havaianas top basic (t basic preto/pre/branco 35/36);23,55;12;0;0;0
00642437;7909843666318;chinelo havaianas top basic (t basic preto/pre/branco 37/38);23,55;12;0;0;0
00642439;7909843666325;chinelo havaianas top basic (t basic preto/pre/branco 39/40);23,55;12;0;0;0
00642441;7909843666332;chinelo havaianas top basic (t basic preto/pre/branco 41/42);23,55;12;0;0;0
00642443;7909843666349;chinelo havaianas top basic (t basic preto/pre/branco 43/44);23,55;12;0;0;0
00642445;7909843666356;chinelo havaianas top basic (t basic preto/pre/branco 45/46);23,55;12;0;0;0
00642447;;chinelo havaianas top basic (t basic preto/pre/branco 47/48);23,55;12;0;0;0
