codigo,descricao,qtde,preco,custo,ult_aquisicao,markup
009861,CHINELO SLIM HAVAIANAS PALETTE PALET BLOSSOM,45,72.99,38.16,10/03/26,91.27
009941,CHINELO SLIM HAVAIANAS PALETTE AMARANTO,29,72.99,38.16,10/03/26,91.27
009725,CHINELO SLIM HAVAIANAS SQUARE AZUL BRILHANTE,6,59.99,30.02,18/09/25,99.83
010032,CHINELO SLIM HAVAIANAS SQUARE FERRUGEM,21,59.99,31.79,12/05/26,88.71
009886,CHINELO SLIM HAVAIANAS SUMMER BUTTERCREAM,1,66.99,31.57,08/01/26,112.2
010416,CHINELO SLIM HAVAIANAS SUMMER AZUL BRILHANTE,31,66.99,30.36,10/02/26,120.65
010567,CHINELO SQUARE HAVAIANAS GLITTER CONT NOVO GRAFITE,33,79.99,31.4,30/05/26,154.75
010569,CHINELO SQUARE HAVAIANAS JELLY JEL BLOSSOM,36,74.99,27.48,08/05/26,172.89
010570,CHINELO SQUARE HAVAIANAS JELLY  JEL BUTTERCREAM,35,74.99,27.48,08/05/26,172.89
010568,CHINELO SQUARE HAVAIANAS JELLY JEL AZUL LAVANDA,36,74.9,27.48,08/05/26,172.56
006237,CHINELO WORLDCOLORS 167.004 430 W BIRK JEANS,1,99.9,46.54,08/07/25,114.65
004486,GALOCHAS BARBIE AP933 ROSA/LILAS AP933 GA,8,109.9,54.67,/  /,101.02
001038,GELELE SLIME BALDE 457 G ROXO 3495,22,26.99,11.82,05/02/26,128.34
001640,IPANEMA BABY AZUL/VERMELHO 25431 IP,2,24.99,12.28,/  /,103.5
004963,JOELHEIRA BABY MENINO PUKET CB: 7004 JOE,1,20.9,9.98,/  /,109.42
008575,JOELHEIRA PUKET CB:390.7004,1,20.9,8.64,/  /,141.9
008572,JOELHEIRA PUKET CB:390/7004,2,20.9,9.02,/  /,131.71
006601,KIT MEIA CANO CURTO ACTVITTA KM BRANCO,24,36.99,15.78,14/05/26,134.41
006599,KIT MEIA CANO CURTO ACTVITTA KM PRETO,27,36.99,15.78,14/05/26,134.41
009699,KIT MEIA CANO CURTO PUKET BRANCA/CINZA/PRET,2,37.9,16.51,02/06/25,129.56
010372,KIT MEIA CANO EX LONGO ACTVITTA 103927,8,47.99,23.38,11/05/26,105.26
010593,KIT MEIA CANO EX LONGO ACTVITTA 8414,35,49.9,22.95,14/05/26,117.43
006617,KIT MEIA CANO MEDIO ACTVITTA CM BRANCO,40,36.9,16.84,19/11/25,119.12
006616,KIT MEIA CANO MEDIO ACTVITTA CM PRETO,29,36.9,16.77,14/05/26,120.04
006610,KIT MEIA INVISIVEL ACTVITTA IN BRANCO,36,36.99,15.78,14/05/26,134.41
008640,KIT MEIA INVISIVEL ACTVITTA ACT/BRANCO/BRANCO,11,36.99,14.95,20/01/26,147.42
006613,KIT MEIA INVISIVEL ACTVITTA IN PRETO,17,36.99,15.85,20/01/26,133.38
006618,KIT MEIA SAPATILHA ACTVITTA MS BRANCO,3,36.9,14.59,14/11/24,152.91
006619,KIT MEIA SAPATILHA ACTVITTA AE832 PRETO,40,36.9,15.55,14/05/26,137.3
010373,KIT MEIA SAPATILHA IMVISIVEL 22766 M BRANCO,26,36.9,15.55,14/05/26,137.3
010594,KIT MEIA SAPATILHA IMVISIVEL 510,48,36.9,15.55,14/05/26,137.3
010298,LAÇO PRESENTE GRANDE 45X3 SORTIDOS,45,2.5,0.0,/  /,0.0
010270,LAÇO PRESENTE PEQUENO 35X2 LAÇO SORTIDO,78,1.5,0.0,/  /,0.0
008122,LELEBA GEL MAGICO 265G GELELE G/ROSA/VIOLETA/LA,1,57.9,28.87,05/02/26,100.55
008123,LELEBA GEL MAGICO GELELE FUNDO G/AZUL/RED/AMAREL,4,57.9,28.87,05/02/26,100.55
010340,MAISTO BRINDE,1,0.0,0.0,16/12/25,0.0
010153,MASSINHA CLAYEEZ ANIMAIS SORTIDOS ANIMAIS,31,12.99,4.64,03/10/25,179.96
010152,MASSINHA CLAYEEZ ANIMAIS SORTIDO ANIMAIS,46,12.99,4.64,03/10/25,179.96
009677,MASSINHA CLAYEEZ FOFO BICHO 12G DIVER FOFO BICHO,58,16.99,6.97,09/05/25,143.76
009676,MASSINHA CLAYEEZ FOFO DINO 12G SORT DINO,56,16.99,6.97,09/05/25,143.76
009678,MASSINHA CLAYEEZ FOFO MOVEL 12G SORT FOFO MOVEL,45,16.99,6.97,09/05/25,143.76
010150,MASSINHA CLAYEEZ KIT SEU DINO SORTIDO DINO,36,28.99,12.99,03/10/25,123.17
010151,MASSINHA CLAYEEZ KIT SEU DOCINHO SORTIDO DOCINHO,25,28.99,12.99,03/10/25,123.17
009680,MASSINHA CLAYEEZ KIT SEU PET 38G SORT SEU PET,3,28.99,12.99,09/05/25,123.17
009679,MASSINHA CLAYEEZ KT SEU MONSTRO SOT MAXIMUS,25,28.99,12.99,09/05/25,123.17
010154,MASSINHA CLAYEEZ REFIL 8G SORTIDAS REFIL,58,3.0,1.53,03/10/25,96.08
008118,MASSINHA STIICA E PULA DINO CORES,58,16.99,7.53,09/05/25,125.63
008119,MASSINHA STIICA E PULA UNICORNIO ROSA/AZUL/BRANCO/,82,16.99,7.53,09/05/25,125.63
009675,MASSINHA STIICA E PULA UNO 20G SORT UNO,37,16.99,7.75,09/05/25,119.23
009709,MEIA 3/4 DESENHADA PUKET LISTRAS,1,34.99,16.62,02/06/25,110.53
009705,MEIA 3/4 LISA PUKET CB7244 CINZA,3,33.9,16.12,02/06/25,110.3
008583,MEIA 3/4 PUKET CB: CB:199/8240,2,25.9,11.63,/  /,122.7
008629,MEIA CALÇA PUKET 010202345-426 CB:2401-426,2,28.9,13.81,/  /,109.27
010183,MEIA CANO CURTO ACTVITTA 4998.2 CC,5,36.9,16.84,24/10/25,119.12
007849,MEIA CANO CURTO MODARE M375C/ CURTO,34,49.9,19.12,25/03/24,160.98
006969,MEIA CANO CURTO OLYMPIKUS OIMSA OIMSA CURTO,2,39.99,18.17,28/06/24,120.09
006970,MEIA CANO CURTO OLYMPIKUS OIMSA OIMSA CURTO PRETO,3,39.99,18.17,28/06/24,120.09
010487,MEIA CANO CURTO PUKET CB8201 100 BRANCO,24,36.9,23.37,01/04/26,57.89
010488,MEIA CANO CURTO PUKET CB8264 100 BRANCO 8264,23,36.9,16.41,01/04/26,124.86
008608,MEIA CANO MEDIO KLIN 3 PARES 005.PRETO/BRANCO/,1,27.9,13.29,/  /,109.93
010415,MEIA CANO MEDIO MOLEKINHA 2799.1 86680,30,34.99,14.6,10/02/26,139.66
010414,MEIA CANO MEDIO MOLEKINHA 2799.1 8414 BRANCO LISO,25,32.99,14.6,10/02/26,125.96
006971,MEIA CANO MEDIO OLYMPIKUS OIMSA OIMSA MEDIO,5,44.99,20.45,28/06/24,120.0
008577,MEIA CHINELINHO PUKET CB:390.8256,4,27.9,12.27,/  /,127.38
010185,MEIA INVISIVEL ACTVITTA 4998.1 PRE/BRANCO/CIN,1,36.9,16.44,24/10/25,124.45
009689,MEIA INVISIVEL ATOALHADO PRETO/BRANCO/CINZ,9,36.9,17.61,26/05/25,109.54
010184,MEIA INVISIVEL ATOALHADO INV BRANCO,12,36.9,17.83,24/10/25,106.95
007855,MEIA INVISÍVEL MODARE M0373I/C BRANCA,22,49.9,19.12,/  /,160.98
007853,MEIA INVISÍVEL MODARE M0373I/ PRETA,13,49.9,19.12,/  /,160.98
009437,MEIA INVISIVEL MOLEKINHA BABY F BRANCO/B/PRETO,5,32.9,15.05,25/08/25,118.6
006974,MEIA INVISIVEL OLYMPIKUS OIMSA OIMSA INV PRETO,1,37.9,15.9,28/06/24,138.36
006973,MEIA INVISIVEL OLYMPIKUS OIMSA OIMSA INV BRANCA,2,37.9,15.9,28/06/24,138.36
003561,MEIA INVISÍVEL PUKET 2981 MEI,1,29.99,14.56,02/06/25,105.98
008603,MEIA INVISIVEL PUKET CB:7211-199,1,29.99,13.36,/  /,124.48
008623,MEIA PILATES PUKET CB:8528,43,26.9,13.6,12/06/24,97.79
008693,MEIA PILATES PUKET CB:8528,29,32.9,15.73,02/06/25,109.15
001275,MEIA PUKET BABY KIT COM 3 SQE BRANCO/BRANCO,1,37.9,12.75,/  /,197.25
008641,MEIA PUKET CB:010100116-108 RN CB:6907,1,14.99,6.5,12/06/24,130.62
008533,MEIA PUKET CB:010101584/ CB:426/6902,2,12.9,5.12,/  /,151.95
008582,MEIA PUKET CB:010101649/6936 CB:390.6936,1,19.9,9.76,/  /,103.89
008534,MEIA PUKET CB:010101662/6902 CB950/6902,1,12.9,5.57,/  /,131.6
008642,MEIA PUKET CB:010101834-100 RN CB:6964,4,33.9,15.62,12/06/24,117.03
008532,MEIA PUKET CB:010101837 KIT CB:100,1,32.9,15.79,/  /,108.36
008555,MEIA PUKET CB:010202612 CISNE CB:426/7000,3,12.0,5.83,/  /,105.83
008550,MEIA PUKET CB:010203087 KIT CB:100/7063,3,32.9,18.66,/  /,76.31
008586,MEIA PUKET CB:010203107/9011 CB:108.9011,1,24.9,10.83,/  /,129.92
008605,MEIA PUKET CB:010203226-100 BABY CB:7064-100,6,44.9,22.22,02/06/25,102.07
008576,MEIA PUKET CB:010203754/7045 CB:390.7045,3,19.9,8.71,/  /,128.47
008647,MEIA PUKET CB:010604239-100 AD CB:8522,2,45.99,19.84,12/06/24,131.8
008562,MEIA PUKET CB: 23-27  28-33 CB:9237,4,39.9,19.91,/  /,100.4
008496,MEIA PUKET CB:7000 010202734 CB7000 108,1,12.9,6.07,/  /,112.52
008490,MEIA PUKET CB:7037 010203370 CB7037 199,6,17.9,8.67,/  /,106.46
007812,MEIA RN PUKET CB:6906 010100115 CB6906 RN 390,6,12.99,6.11,12/06/24,112.6
004432,MEIA SAPATILHA 390 PUKET MARINHO 6939 MEI,8,36.9,17.45,/  /,111.46
008587,MEIA SAPATILHA ANTIDERRAPANTE CB:199.7239,1,42.9,19.89,/  /,115.69
006928,MEIA SAPATILHA ANTID PUKET CB:8239 SB AZUL,2,40.9,18.89,11/12/23,116.52
008643,MEIA SAPATILHA BABY PUKET CB:6926 AZUL,1,30.99,14.41,12/06/24,115.06
007835,MEIA SAPATILHA BABY PUKET CB6926 199 PRETO,4,23.9,11.39,/  /,109.83
007833,MEIA SAPATILHA BABY PUKET CB6926 390,2,19.99,9.46,/  /,111.31
007868,MEIA SAPATILHA BABY PUKET CB7039 200 CINZA,2,35.9,16.4,/  /,118.9
007869,MEIA SAPATILHA BABY PUKET CB7039 200 CINZA,3,34.99,16.4,/  /,113.35
007870,MEIA SAPATILHA BABY PUKET CB7039 341 AZUL,1,33.9,16.46,/  /,105.95
007854,MEIA SAPATILHA BABY PUKET CB9236 659,2,36.9,17.47,/  /,111.22
003583,MEIA SAPATILHA BONECA PUKET BABY AZUL MAR,1,42.9,21.42,/  /,100.28
007955,MEIA SAPATILHA C/APLIQUE KIDS CB8233 390,4,39.9,19.2,/  /,107.81
007820,MEIA SAPATILHA C/ APLIQUE PUKET CB6939 BABY 199,5,33.9,15.88,/  /,113.48
007830,MEIA SAPATILHA C/ APLIQUE PUKET CB7033 200,1,36.9,17.2,/  /,114.53
007963,MEIA SAPATILHA C/LED KIDS PUKET CB82339 199 PRETO,6,71.9,31.9,/  /,125.39
007901,MEIA SAPATILHA KIDS PUKET CB82081 398,1,32.9,14.63,/  /,124.88
007956,MEIA SAPATILHA KIDS PUKET CB8239 200,2,39.9,17.76,/  /,124.66
007954,MEIA SAPATILHA KIDS PUKET CB8239 200 CINZA,1,35.9,17.76,/  /,102.14
007967,MEIA SAPATILHA KIDS PUKET CB8270 390,2,45.9,20.64,/  /,122.38
007922,MEIA SAPATILHA KIDS PUKET CB9337 199 PRETO,2,39.9,19.74,/  /,102.13
004325,MEIA SAPATILHA MODARE 7499.1 M,5,49.9,20.42,/  /,144.37
010484,MEIA SAPATILHA PILATES PUKET 390 AZUL MARINHO,2,46.99,23.0,01/04/26,104.3
010485,MEIA SAPATILHA PILATES PUKET 199 PRETO /ROSA,3,46.99,23.0,01/04/26,104.3
010486,MEIA SAPATILHA PILATES PUKET 200 CINZA,1,46.99,23.0,01/04/26,104.3
001714,MEIA SAPATILHA PUKET BABY PRETA 2577-199,1,17.9,10.02,/  /,78.64
008530,MEIA SAPATILHA PUKET CB:199/6926,2,23.9,11.39,/  /,109.83
008523,MEIA SAPATILHA PUKET CB:499/6926,4,28.9,13.52,/  /,113.76
008528,MEIA SAPATILHA PUKET CB:460/6926,1,29.9,13.97,/  /,114.03
008522,MEIA SAPATILHA PUKET CB:426/6926,1,28.9,13.52,/  /,113.76
008527,MEIA SAPATILHA PUKET CB:950/6939,7,33.9,15.88,/  /,113.48
008524,MEIA SAPATILHA PUKET CB:537/6939 LILAS,2,33.9,15.88,/  /,113.48
008540,MEIA SAPATILHA PUKET CB:460/7039 ROSA,1,34.9,16.4,/  /,112.8
008539,MEIA SAPATILHA PUKET CB:659/9236,2,36.9,17.47,/  /,111.22
008546,MEIA SAPATILHA PUKET CB:426/7039 ROSA,2,33.9,15.88,/  /,113.48
008536,MEIA SAPATILHA PUKET CB:390 AZUL,5,36.9,16.58,/  /,122.56
008574,MEIA SAPATILHA PUKET CB:199/8239,1,33.9,13.9,/  /,143.88
008512,MEIA SAPATILHA PUKET CB:390 AZUL,12,36.9,17.45,/  /,111.46
009703,MEIA SAPATILHA RN PUKET CB9039 BRANCA,1,35.99,17.42,02/06/25,106.6
009702,MEIA SAPATILHA RN PUKET 6926 MARINHO,6,34.99,16.6,02/06/25,110.78
008511,MEIA SAP BONECA C/APLIQUE DE CB: 6939/199,7,32.9,16.4,/  /,100.61
008554,MEIA SAP BONECA C/APLIQUE DE CB:199/9033,3,39.9,19.48,02/06/25,104.83
008526,MEIA SAP BONECA C/APLIQUE DE CB:688/6939,4,33.9,15.88,/  /,113.48
008499,MEIA SAP BONECA C/APLIQUE DE CB6939 460,2,32.9,16.4,/  /,100.61
008500,MEIA SAP BONECA C/APLIQUE DE CB6939 426 ROSA,2,36.9,16.58,/  /,122.56
008514,MEIA SAP BONECA C/APLIQUE D LACO CB:659/6926,5,31.9,14.86,/  /,114.67
008520,MEIA SAP BONECA C/APLIQUE D LACO CB:6926/422,9,31.9,14.86,/  /,114.67
008549,MEIA SAP BONECA C/APLIQUE D LACO CB:199/7033,4,35.9,17.65,/  /,103.4
008508,MEIA SAP BONECA C/APLIQUE D LACO CB6939-390 PRETO,2,36.9,17.45,/  /,111.46
008510,MEIA SAP BONECA C/APLIQUE D LACO CB6926-200,9,33.9,13.97,/  /,142.66
008521,MEIA SAP BONECA C/APLIQUE D LACO CB:6939/390 AZUL,4,32.9,15.88,/  /,107.18
008579,MEIA SAP BONECA PUKET CB:659.7039,3,32.9,12.97,/  /,153.66
008649,MEIA SAP PILATES PUKET CB:8529,1,46.99,22.31,02/06/25,110.62
001673,MEIA SAP. PUKET BABY C/ APLIQUE 3114 - 3,2,35.9,17.2,/  /,108.72
008566,MEIA S/ EMBORRACHADA PUKET CB:200.8260,8,41.99,18.86,/  /,122.64
008570,MEIA SOLA EMBORRACHADA PUKET CB:200.7070,1,31.9,14.83,/  /,115.1
007985,MEIA SOQUETE BABY PUKET CB:6902 CB6902 893 CINZA,3,15.9,7.67,/  /,107.3
007982,MEIA SOQUETE BABY PUKET CB:6902 CB6902 108,7,12.9,6.27,/  /,105.74
007986,MEIA SOQUETE BABY PUKET CB:7000 CB7000 200 CINZA,5,15.9,7.45,/  /,113.42
001956,MEIA SOQUETE PUKET BABY CB:70659 MEIA PUK,1,36.9,16.26,/  /,126.94
008622,MEIAS PANSOCKS PUKET CB:7360,12,52.9,23.57,12/06/24,124.44
006213,MOCHILA CLIO PETS  CP24000D BOMBEIRO VERMELHO,7,89.9,19.34,18/10/23,364.84
006214,MOCHILA CLIO PETS CP24000D KOMBI KOMBI AZUL,1,89.9,19.34,18/10/23,364.84
006513,MOCHILA CLIO PETS CP24021D VAQUINHA,8,89.9,20.8,/  /,332.21
005966,MOCHILA CLIO PETS CP2643D DOG CACHORRO,7,89.9,20.8,/  /,332.21
005967,MOCHILA CLIO PETS CP2643D DOG CACHORRO VERMELHO,3,89.9,20.8,/  /,332.21
005969,MOCHILA CLIO PETS CP2649D AMARELO/AZUL,4,89.9,20.8,/  /,332.21
005968,MOCHILA CLIO PETS CP2649D VERMELHO/AZUL,14,89.9,20.8,/  /,332.21
009137,MOCHILA CLIO PETS CP3398D CP3398,3,89.9,44.95,/  /,100.0
009118,MOCHILA CLIO PETS CP3407D TIGER TIGER/MARROM/AZUL,1,89.9,44.95,/  /,100.0
006860,MOCHILA CLIO STYLE CW24014 FÊ VERDE E PRETO,1,39.9,19.35,30/11/23,106.2
006663,MOCHILA CLIO STYLE DR23064J DOG CS DOGUINHO,1,99.9,20.8,10/11/23,380.29
008919,MOCHILA CLIO STYLE PR23022J PR23022J ROSA,3,99.9,42.9,17/07/24,132.87
007358,MOCHILA COCA COLA 304 DRINK 304 PINK DEGRADE,1,259.9,113.44,30/01/24,129.11
007359,MOCHILA COCA COLA 304 DRINK 304 LARANJA,1,259.9,119.83,30/01/24,116.89
009066,MOCHILA COCA COLA 78411404F 78411404F-RE-BLAN,1,209.0,92.47,/  /,126.02
009181,MOCHILA COCA COLA 78412904 BLANK COCA BLANK BORDO,2,209.9,87.24,15/10/24,140.6
009182,MOCHILA COCA COLA 78412904 BLANK COCA BLANK PRETA,1,209.9,87.24,15/10/24,140.6
003974,MOCHILA INFANTIL CLIO PETS GIRAFA,8,89.9,23.63,/  /,280.45
003975,MOCHILA INFANTIL CLIO PETS ZEBRA CINZA/VERDE,8,89.9,44.95,/  /,100.0
006215,MOCHILA LULUCA LU24009 ROSA/PRATA,1,347.7,168.56,18/10/23,106.28
004155,MOCHILA MOLEKINHA 20023.1 17131 PRETO,2,129.9,61.63,29/01/26,110.77
010137,MOCHILA MOLEKINHA 20023.2 PVC ROSA BALLET/ AZUL,2,149.9,65.41,29/01/26,129.17
010138,MOCHILA MOLEKINHA 20023.2 PVC PRATA/ROSA,2,149.9,64.56,01/10/25,132.19
010144,MOCHILA MOLEKINHA 20023.5 PVC DOURADO/ BRANCO,1,149.9,68.76,01/10/25,118.0
010385,MOCHILA MOLEKINHA 2744032 CRISTAL/PRATA/MUL,3,139.9,69.65,29/01/26,100.86
010386,MOCHILA MOLEKINHA 2744032 CRISTAL/ROSA/PINK,1,139.9,65.41,29/01/26,113.88
006132,MOLA DOCE BRINQUEDO MANIA MOLA SORTIDA,123,16.99,7.83,05/02/26,116.99
006133,MOLA DOCE BRINQUEDO UNICORNIO MOLA UNICORNIO,97,16.99,8.76,09/05/25,93.95
009406,PALMILHA OLIVER EVA LARANJA OLIVER,7,29.99,12.9,18/02/25,132.48
009407,PALMILHA OLIVER SILICONE SILICONE,26,56.99,26.9,17/12/25,111.86
010344,PALMILHAS OLIVER EVA ANTI LARANJA OLI,25,29.99,13.9,17/12/25,115.76
010341,PANETONE  002,1,0.0,0.0,16/12/25,0.0
010266,PAPETE BEIRA RIO 8488.125 TIRA 89099 OURO ROSADO,21,109.9,50.17,18/06/26,119.06
010267,PAPETE BEIRA RIO 8488.125 TIRA 89101 BLACK,18,109.9,50.17,18/06/26,119.06
010732,PAPETE DEDO VIZZANO 6584.101 95373 CAMEL A,12,149.9,70.94,25/06/26,111.31
010731,PAPETE DEDO VIZZANO 6584.101 101321 CHOCOLATE,12,149.9,70.94,25/06/26,111.31
010730,PAPETE DEDO VIZZANO 6584.101 15745 PRETO A9,12,149.9,70.94,25/06/26,111.31
009506,PAPETE MOLEKINHA 2358.108 TP DIAMOND/PRETO 01,7,109.9,53.15,06/03/25,106.77
009170,PAPETE MOLEKINHA 2358.108 TP 91004 OURO,2,109.9,50.14,06/03/25,119.19
010541,PAPETE SLIDE BEIRA RIO 8488.122 87009,24,99.9,45.0,18/06/26,122.0
010539,PAPETE SLIDE BEIRA RIO 8488.122 105282,8,109.99,48.66,24/04/26,126.04
010540,PAPETE SLIDE BEIRA RIO 8488.122 97832,5,109.99,48.66,24/04/26,126.04
009618,PAPETE SLIDE BEIRA RIO 8488.125 98516,1,119.9,53.03,04/12/25,126.1
009616,PAPETE SLIDE BEIRA RIO 8488.125 97830,1,129.9,56.44,30/07/25,130.16
010700,PAPETE SLIDE BEIRA RIO 8488.143 103694 BEGE/BEGE,16,119.9,58.6,20/06/26,104.61
010699,PAPETE SLIDE BEIRA RIO 8488.143 110540,24,119.9,58.6,20/06/26,104.61
010698,PAPETE SLIDE BEIRA RIO 8488.145 110702,24,139.9,67.92,20/06/26,105.98
010510,PAPETE SLIDE BEIRA RIO 8523.132 66 DOURADO,5,134.99,63.17,17/04/26,113.69
010509,PAPETE SLIDE BEIRA RIO 8523.132 35312 BRANCO OFF,11,134.99,63.17,17/04/26,113.69
010545,PAPETE SLIDE BEIRA RIO 8524.115 101967 CHOCOLATE,6,124.99,58.6,24/04/26,113.29
010544,PAPETE SLIDE BEIRA RIO 8524.115 35312 BRANCO OFF,8,124.99,58.6,24/04/26,113.29
010542,PAPETE SLIDE BEIRA RIO 8575.104 35312 BRANCO OFF,5,149.9,66.38,24/04/26,125.82
010543,PAPETE SLIDE BEIRA RIO 8575.104 101321 CHOCOLATE,9,149.9,66.38,24/04/26,125.82
010729,PAPETE SLIDE EVA MODARE 7232.101 101321 CHOCOLATE,16,109.9,54.98,25/06/26,99.89
010728,PAPETE SLIDE EVA MODARE 7232.101 15745 PRETO A8,16,109.9,54.98,25/06/26,99.89
010433,PAPETE SLIDE MODARE 7125.200 107621,14,104.99,49.7,10/03/26,111.25
010552,PAPETE SLIDE MODARE 7125.200 93503,18,104.99,49.06,29/04/26,114.0
010317,PAPETE SLIDE MODARE 7162.330 BRANCO OFF NATURE,4,99.9,45.04,05/12/25,121.8
010318,PAPETE SLIDE MODARE 7162.330 10196 AVELA,4,99.9,45.04,20/03/26,121.8
010500,PAPETE SLIDE MODARE 7162.330 100196 AVELA TBER,10,99.9,44.47,11/05/26,124.65
010477,PAPETE SLIDE MODARE 7162.330 15745 PRETO TRE,23,99.9,44.47,11/05/26,124.65
010315,PAPETE SLIDE MODARE 7162.332 AVELA/BRONZE,9,99.9,44.47,14/04/26,124.65
010316,PAPETE SLIDE MODARE 7162.332 NUDE OURO ROSADO,12,99.9,44.47,14/04/26,124.65
010441,PAPETE SLIDE MODARE 7178.116 106983,1,134.99,64.5,11/03/26,109.29
010461,PAPETE SLIDE MODARE 7200.112 95373 CAMEL FL,1,174.99,84.17,18/03/26,107.9
010636,PAPETE SLIDE MODARE 7208.101 35312 BRANCO OFF,2,134.99,61.02,01/06/26,121.22
010661,PAPETE SLIDE MODARE 7208.101 100196 AVELA IPE,31,134.99,61.02,15/06/26,121.22
010662,PAPETE SLIDE MODARE 7208.101 83517 CREME A1,42,134.9,61.11,17/06/26,120.75
009561,PAPETE SLIDE MODARE 7208.101 52531 NUDE  NOBU,55,134.99,61.02,17/06/26,121.22
009560,PAPETE SLIDE MODARE 7208.101 15745 PRETO NOBU,153,134.99,61.11,17/06/26,120.9
010342,PAPETE SLIDE MODARE 7208.101 AVELA SOFT,255,134.99,61.11,17/06/26,120.9
010538,PAPETE SLIDE MODARE 7208.101 108352 ALECRIM N,258,134.99,61.11,17/06/26,120.9
010693,PAPETE SLIDE MODARE 7208.113 15745 PRETO FIV,16,139.9,69.37,18/06/26,101.67
010692,PAPETE SLIDE MODARE 7208.113 100196 AVELA FIV,15,139.9,69.37,18/06/26,101.67
010704,PAPETE SLIDE MODARE 7230.103 107613 TERRACOTA,16,159.9,79.31,23/06/26,101.61
010703,PAPETE SLIDE MODARE 7230.103 101439 CACAU A,16,159.9,79.31,23/06/26,101.61
010633,PAPETE SLIDE MOLECA 5490.132 15745 PRETO A4,22,99.99,49.06,31/05/26,103.81
010632,PAPETE SLIDE MOLECA 5490.132 101321 CHOCOLATE,21,99.99,49.06,31/05/26,103.81
010598,PAPETE SLIDE MOLECA 5500.125 NEW 100196 AVELA N,17,164.9,78.29,15/05/26,110.63
010599,PAPETE SLIDE MOLECA 5500.125 NEW 35312 BRANCO OFF,21,164.9,78.29,15/05/26,110.63
010585,PAPETE SLIDE MOLECA 5556.100 92940,14,124.99,59.08,11/05/26,111.56
010586,PAPETE SLIDE MOLECA 5556.100 87009 PRETO,20,114.99,54.28,11/05/26,111.85
010452,PAPETE SLIDE MOLEKINHA 2357.103 35312 BRANCO,16,104.99,49.7,02/06/26,111.25
009508,PAPETE SLIDE MOLEKINHA 2357.106 2357.106 NUDE,7,99.9,45.32,07/03/25,120.43
010159,PAPETE SLIDE MOLEKINHA 2357.114 23146 OURO ROSADO,1,119.9,55.89,10/10/25,114.53
010451,PAPETE SLIDE MOLEKINHA 2357.120 100196 AVELA/S,12,134.99,61.82,13/03/26,118.36
008381,PAPETE SLIDE MOLEKINHA 2358.100 32534 KMOLEK,1,99.9,43.51,29/04/24,129.6
010455,PAPETE SLIDE MOLEKINHA 2358.100 102533,7,109.9,47.63,13/03/26,130.74
010454,PAPETE SLIDE MOLEKINHA 2358.100 87714,12,109.9,52.69,13/03/26,108.58
010155,PAPETE SLIDE MOLEKINHA 2358.117 88085 PRETO 01 N,2,99.9,46.41,07/10/25,115.26
010156,PAPETE SLIDE MOLEKINHA 2358.117 92636 NUDE,7,99.9,46.41,07/10/25,115.26
010697,PAPETE SLIDE VIZZANO 6510.102 101321 CHOCOLATE,16,169.9,76.15,18/06/26,123.11
010696,PAPETE SLIDE VIZZANO 6510.135 103627,16,179.9,80.81,18/06/26,122.62
009388,PAPETE SLIDE ZAXY 19208 MATCH BK837 ROSA DALIA,1,79.9,40.63,01/12/25,96.65
010602,PAPETE SLIDE ZAXY 19359 MOOD BY043 OFF WHITE,16,94.99,44.31,18/05/26,114.38
010603,PAPETE SLIDE ZAXY 19359 MOOD BY047 PRETO,18,94.9,44.31,18/05/26,114.17
010363,PAPETE ZAXY 19429 CHARMS BX765 OFF WHITE,9,109.9,44.31,23/04/26,148.03
008753,PIERCING CHINELO MAX METAIS PIER ANCORA,7,8.0,1.46,04/07/24,447.95
009476,PIERCING CHINELO MAX METAIS  ANCORA PRATA,1,8.0,2.15,/  /,272.09
009469,PIERCING CHINELO MAX METAIS BONECA LOL,4,8.0,2.15,/  /,272.09
008759,PIERCING CHINELO MAX METAIS PIER BORB AMARELO,14,7.0,1.49,/  /,369.8
008760,PIERCING CHINELO MAX METAIS PIER BORB ROSA,10,7.0,2.06,16/09/25,239.81
008757,PIERCING CHINELO MAX METAIS PIER BORB ROSA,1,7.0,1.49,/  /,369.8
008761,PIERCING CHINELO MAX METAIS PIER BORB VERDE,2,7.0,2.06,/  /,239.81
008763,PIERCING CHINELO MAX METAIS PIER BORB VERDE,12,7.0,1.49,/  /,369.8
008762,PIERCING CHINELO MAX METAIS PIER BORB VERDE,10,7.0,1.49,/  /,369.8
010023,PIERCING CHINELO MAX METAIS MARROM,29,8.0,2.6,17/09/25,207.69
010027,PIERCING CHINELO MAX METAIS DOURADO,16,7.0,0.0,/  /,0.0
010022,PIERCING CHINELO MAX METAIS DOURADO,40,7.0,1.95,17/09/25,258.97
010021,PIERCING CHINELO MAX METAIS COLORIDO,17,7.0,1.95,16/09/25,258.97
010016,PIERCING CHINELO MAX METAIS BRANCA,2,7.0,1.45,16/09/25,382.76
010015,PIERCING CHINELO MAX METAIS FLOR FRUTACOR,3,7.0,3.32,16/09/25,110.84
010017,PIERCING CHINELO MAX METAIS FLOR GLITTER ROSE,6,7.0,1.45,16/09/25,382.76
009542,PIERCING CHINELO MAX METAIS FLOR FLOR LARANJA,11,7.0,2.15,/  /,225.58
010392,PIERCING CHINELO MAX METAIS GIRASSOL DOURADO,22,7.0,2.11,/  /,231.75
