codigo,descricao,qtde,preco,custo,ult_aquisicao,markup
009477,PIERCING CHINELO MAX METAIS INFINITO  PRATA,12,8.0,2.15,/  /,272.09
010013,PIERCING CHINELO MAX METAIS BASE,29,7.0,2.04,16/09/25,243.14
008746,PIERCING CHINELO MAX METAIS BASE,6,7.0,2.04,04/07/24,243.14
009541,PIERCING CHINELO MAX METAIS BASE NIQUEL/VERDE,3,7.0,2.04,16/09/25,243.14
008766,PIERCING CHINELO MAX METAIS BASE NIQUEL/ROSA,3,7.0,2.04,16/09/25,243.14
009475,PIERCING CHINELO MAX METAIS MICKEY,20,8.0,2.15,/  /,272.09
009122,PIERCING CHINELO MAX METAIS DISNEY PIRC/,11,8.0,1.46,/  /,447.95
010374,PIERCING CHINELO MAX METAIS LACO VERMELHO,7,8.0,1.46,/  /,447.95
009466,PIERCING CHINELO MAX METAIS NOIVO,3,5.0,2.15,/  /,132.56
010393,PIERCING CHINELO MAX METAIS OLHO AZUL GREGO,18,7.0,2.11,/  /,231.75
010390,PIERCING CHINELO MAX METAIS PIER PIER LOGO AZUL,12,10.0,2.9,/  /,244.83
009651,PIERCING CHINELO MAX METAIS PIER BRANCO LOGO HAVA,4,10.0,2.15,/  /,365.12
009454,PIERCING CHINELO MAX METAIS PIER LARANJA NEON LOGO,6,10.0,2.15,/  /,365.12
009453,PIERCING CHINELO MAX METAIS PIER PINK NEON LOGO,17,10.0,2.15,/  /,365.12
009447,PIERCING CHINELO MAX METAIS PIER PRATA LOGO HAV,8,10.0,2.15,17/09/25,365.12
010025,PIERCING CHINELO MAX METAIS PIER DOURADO STRASS,1,12.0,3.4,17/09/25,252.94
010391,PIERCING CHINELO MAX METAIS PIER PIER LOGO,14,10.0,2.9,/  /,244.83
009120,PIERCING CHINELO MAX METAIS PIR PIKACHU -,4,7.0,1.46,/  /,379.45
008749,PIERCING CHINELO MAX METAIS PIER P/LUZ,61,6.0,1.74,16/09/25,244.83
008750,PIERCING CHINELO MAX METAIS PIER P/LUZ,5,6.0,1.74,04/07/24,244.83
008764,PIERCING CHINELO MAX METAIS PIER P/LUZ PRATA,15,6.0,1.2,16/09/25,400.0
008767,PIERCING CHINELO MAX METAIS PIER STITCH ROSA,8,10.0,2.78,/  /,259.71
009462,PIERCING CHINELO MAX METAIS VERDE TREVO,7,8.0,2.15,/  /,272.09
010020,PIERCING CHINELO MAX METAIS TUCANO ROSA,53,7.0,2.58,16/09/25,171.32
009410,PROTETOR DE AJUSTE OLIVER EVA BEGE EVA,16,16.99,7.9,18/02/25,115.06
009411,PROTETOR DE AJUSTE OLIVER GEL GEL TRASPARENTE,14,21.99,9.9,18/02/25,122.12
009412,PROTETOR DE CALCANHAR OLIVER GEL CAL,12,21.99,9.9,18/02/25,122.12
008618,PUKET MEIA CANO CURTO PUKET CB:8547 BRANCA,2,37.9,14.9,/  /,154.36
008619,PUKET MEIA CANO CURTO PUKET CB:8522,1,43.9,19.43,/  /,125.94
010601,RASTEIRA SLIDE MOLECA 5558.110 109556,8,94.9,44.47,15/05/26,113.4
010600,RASTEIRA SLIDE MOLECA 5558.110 102813 BRANCO,5,94.9,44.47,15/05/26,113.4
010450,RASTEIRA SLIDE MOLEKINHA 35312 BRANCO,10,94.99,43.16,13/03/26,120.09
010449,RASTEIRA SLIDE MOLEKINHA 15745 PRETO/RAS,6,94.99,43.16,13/03/26,120.09
010507,RASTEIRA SLIDE VIZZANO 6371.367 102051 AREIA CALF,16,79.9,36.2,16/04/26,120.72
010508,RASTEIRA SLIDE VIZZANO 6371.367 104068 MOCCA,5,79.9,36.2,16/04/26,120.72
010506,RASTEIRA SLIDE VIZZANO 6371.367 15745 PRETO CALF,9,79.9,36.19,16/04/26,120.78
010694,RASTEIRA SLIDE VIZZANO 6553.101 111833,16,99.9,49.7,18/06/26,101.01
010695,RASTEIRA SLIDE VIZZANO 6553.101 111834 PRETO/OURO,14,99.9,49.7,18/06/26,101.01
010419,RASTEIRA VIZZANO 6371.1005 107262 BEGE,8,124.99,59.08,17/04/26,111.56
010418,RASTEIRA VIZZANO 6371.1005 85432,12,124.99,59.08,17/04/26,111.56
010511,RASTEIRA VIZZANO 6371.1005 109616 CHOCOLATE,2,124.99,59.08,17/04/26,111.56
010304,RASTEIRA VIZZANO 6371.1105 102848 BEGE,5,124.99,59.08,24/04/26,111.56
010423,RASTEIRA VIZZANO 6553.101 NAPA 104068 MOCCA,2,94.99,44.47,04/03/26,113.6
010422,RASTEIRA VIZZANO 6553.101 NAPA 15745 PRETO01,2,94.99,44.47,17/04/26,113.6
010272,SACO PRESENTE METALIZADO 30X44 EMB METALIZADO,94,2.5,0.0,/  /,0.0
010271,SACO PRESENTE METALIZADO 45X60 METALIZADO,86,3.5,0.0,/  /,0.0
008988,SANDALIA ANABELA MODARE 7151.102 000003S/CAN PRETO,43,139.9,68.49,30/05/26,104.26
010556,SANDALIA ANABELA MODARE 7151.102 016809 NUDE CN,22,139.9,68.49,05/05/26,104.26
010328,SANDALIA BEIRA RIO 8367.878 PRATA LONDON,6,134.99,63.17,05/12/25,113.69
010331,SANDALIA BEIRA RIO 8524.114 NAPA 95373 CAMEL NP,5,159.9,77.66,11/05/26,105.9
006238,SANDALIA BIRKEN WORLDCOLORS 1149 SAND BIR,2,129.9,66.01,/  /,96.79
007021,SANDALIA CARTAGO 12048 TULUM AT452,1,69.9,34.78,/  /,100.98
007022,SANDALIA CARTAGO 12210 MINI II BEGE/AZUL/BORDO,1,79.99,41.84,/  /,91.18
010354,SANDALIA CARTAGO 12462 MALAGA BM055,6,79.99,41.1,19/12/25,94.62
010353,SANDALIA CARTAGO 12462 MALAGA BM050,12,79.99,41.1,19/12/25,94.62
009884,SANDALIA CARTAGO 12477 MALAGA BL997,3,104.99,52.46,16/07/25,100.13
009482,SANDALIA CARTAGO 12481 VENETO II BI709,4,99.99,48.47,19/12/25,106.29
009484,SANDALIA CARTAGO 12489 ATLANTA BK064,13,79.99,39.59,17/06/25,102.05
009895,SANDALIA CARTAGO 12537 SANTORINI BR798,5,157.99,78.68,16/07/25,100.8
010043,SANDALIA CARTAGO 12586 MALAGA CINZA/AZUL/VERMEL,21,79.99,34.46,05/05/26,132.12
010044,SANDALIA CARTAGO 12586 MALAGA BEGE/MARROM/LARAN,21,79.99,34.46,05/05/26,132.12
008339,SANDALIA COURO PEGADA 131669 669-06 ANILINA,5,224.99,105.89,09/11/24,112.48
008360,SANDALIA COURO PLUS SIZE PEGADA 645-02 ANILINA,4,269.9,129.53,25/06/25,108.37
007060,SANDALIA GRENDENE KIDS 22303 AA661,2,59.99,19.65,/  /,205.29
008115,SANDALIA GRENDENE KIDS 22940 AS891 ARAN,1,99.99,49.0,/  /,104.06
010095,SANDALIA GRENDENE KIDS 23221 ROSA MEDIO/ LILAS,2,159.9,77.06,19/12/25,107.5
010197,SANDALIA GRENDENE KIDS 23268 BT328 ROSA,1,149.9,71.92,29/10/25,108.43
009553,SANDALIA GRENDHA 19174 LIBERDADE BM354 PRETO LIBER,1,49.99,23.47,21/03/25,113.0
009571,SANDALIA GRENDHA 19203 INSPIRA BN077 MARROM,1,49.99,23.47,02/04/25,113.0
010279,SANDALIA GRENDHA 19228 AMOR BU725 OFF WHITE,2,37.99,17.98,26/11/25,111.29
010280,SANDALIA GRENDHA 19228 AMOR BX719,1,34.99,17.98,26/11/25,94.61
009960,SANDALIA GRENDHA 19250 SUBLIME PRETO SUBLIME,6,54.99,25.68,25/09/25,114.14
009961,SANDALIA GRENDHA 19250 SUBLIME MARROM MOCCA,7,54.99,25.68,25/09/25,114.14
010284,SANDALIA GRENDHA 19315 PEROLAS BU597 PRETO,1,54.99,25.68,26/11/25,114.14
010285,SANDALIA GRENDHA 19315 PEROLAS BU600 MARROM,3,54.99,25.68,26/11/25,114.14
010283,SANDALIA GRENDHA 19315 PEROLAS BU595 OFF WHITE,1,54.99,25.68,26/11/25,114.14
010443,SANDALIA GRENDHA 19376 MARE BX671 OFF WHITE,8,52.99,24.61,23/04/26,115.32
010442,SANDALIA GRENDHA 19376 MARE BX670 PRETO,1,52.99,24.61,11/05/26,115.32
010444,SANDALIA GRENDHA 19376 MARE BX673 MARROM URSO,7,52.99,24.61,23/04/26,115.32
010535,SANDALIA GRENDHA 19379 MAIS BY189 OFF WHITE,2,62.99,29.53,23/04/26,113.31
010536,SANDALIA GRENDHA 19379 MAIS BY192 MAROM MOCCA,3,62.99,29.53,23/04/26,113.31
010097,SANDALIA IPANEMA 27402 GLOW BEGE/MARROM GLOW,1,36.99,17.98,25/09/25,105.73
010096,SANDALIA IPANEMA 27402 GLOW PRETO/PRETO GLOW,5,36.99,18.62,26/11/25,98.66
010098,SANDALIA IPANEMA 27402 GLOW MARROM DOURADO,20,36.99,18.62,26/11/25,98.66
010445,SANDALIA IPANEMA 27403 GLOW BS296 PRETO/PRETO,176,38.99,17.23,23/04/26,126.29
010296,SANDALIA IPANEMA 27403 GLOW BS297,78,38.99,17.23,11/05/26,126.29
009968,SANDALIA IPANEMA 27423 GLOW PRETO TREND,16,39.99,21.19,26/11/25,88.72
009967,SANDALIA IPANEMA 27423 GLOW MARROM TREND,5,39.99,21.19,26/11/25,88.72
010276,SANDALIA IPANEMA 27428 CLASS BR925 BEGE/BEGE,1,39.99,21.19,25/11/25,88.72
010059,SANDALIA IPANEMA 27431 HELLO ROSA/ROSA,2,49.99,25.68,19/09/25,94.67
010349,SANDALIA IPANEMA 27476 BARBIE BV748 PRETO/VIDRO,4,49.99,25.68,19/12/25,94.67
007320,SANDALIA KIDY 001-0999 BABY MNO 1361,1,99.9,45.0,/  /,122.0
007701,SANDALIA KLIN 129145 URBAN SAN 9191 MARINHO,2,119.9,53.97,/  /,122.16
009371,SANDALIA KLIN 129163 URBAN 16558,1,119.9,58.51,17/12/24,104.92
009365,SANDALIA KLIN 129163 URBAN 408 GRAFITE/PRETO,4,119.9,58.58,17/12/24,104.68
009366,SANDALIA KLIN 129165 URBAN 4768 VERDE,1,120.0,59.45,17/12/24,101.85
007771,SANDALIA KLIN 171.160 TAC SAND 5716,1,84.99,37.46,/  /,126.88
007689,SANDALIA KLIN 171.197 CASUAL 6660 MARINHO,1,89.99,43.39,/  /,107.4
007770,SANDALIA KLIN 171.199 TIC CASUAL 4093,4,99.9,45.56,/  /,119.27
007760,SANDALIA KLIN 171.202 TIC TAC 7209 MARINHO,1,94.9,41.42,/  /,129.12
009363,SANDALIA KLIN 171227 TICTAC 16549,1,99.9,49.56,17/12/24,101.57
009364,SANDALIA KLIN 171227 TICTAC 16550,2,99.9,49.56,17/12/24,101.57
007747,SANDALIA KLIN 177.088 SUAMI FLOR 4824,1,124.99,57.42,/  /,117.68
007729,SANDALIA KLIN 515.223 CAKE SAN 8532 ROSA/CLARO,1,109.9,49.96,/  /,119.98
010199,SANDALIA LED GRENDENE KIDS 23407 BT448 AZUL ESCURO,1,99.9,51.38,29/10/25,94.43
010198,SANDALIA LED GRENDENE KIDS 23407 BT447 ROSA,3,99.9,51.38,29/10/25,94.43
010384,SANDALIA LED MOLEKINHA 2741.205 BRANCO/DOURADO,7,119.9,52.01,29/01/26,130.53
010383,SANDALIA LED MOLEKINHA 2741.206 OURO ROSADO/ROSA,6,129.9,56.63,29/01/26,129.38
010439,SANDALIA LED MOLEKINHO 2624.210 15745 PRETO LED,10,134.99,61.82,10/03/26,118.36
008016,SANDALIA MINI WORLDCOLORS 75.078 1263 MINI,1,95.9,41.87,/  /,129.04
010216,SANDALIA MODARE 7125.233 ITALIA 92096,4,119.99,54.98,10/03/26,118.24
009997,SANDALIA MODARE 7125.233 ITALIA 86704,16,114.99,54.28,29/04/26,111.85
010322,SANDALIA MODARE 7151.145 NATURE NAPA AVELA,1,149.9,74.02,05/12/25,102.51
010323,SANDALIA MODARE 7151.145 NATURE BRANCO OFF NAT,7,149.9,74.02,05/12/25,102.51
009555,SANDALIA MODARE 7162.223 NP 95973 CAMEL 1163,1,114.99,54.28,05/11/25,111.85
007879,SANDALIA MODARE 7178.103 CROCO TAN1080/CAFE856/T,1,119.9,54.67,/  /,119.32
009632,SANDALIA MODARE 7200.102 NAPA 101540 OLIVA 1281,14,184.99,77.9,16/04/26,137.47
010458,SANDALIA MODARE 7208.108 15745 PRETO/CAN,12,144.99,68.49,19/05/26,111.7
010459,SANDALIA MODARE 7208.108 100196 AVELA CAN,7,144.99,65.82,16/03/26,120.28
010480,SANDALIA MODARE 7210.209 NOBUCK 108352 ALECRIM V,6,164.99,79.31,27/03/26,108.03
010481,SANDALIA MODARE 7210.210 NP FLOA 95373 CAMEL NA,6,184.99,88.84,27/03/26,108.23
010448,SANDALIA MODARE 7222.104 NEW 95373 CAMEL/NEW,8,184.9,88.84,13/03/26,108.13
010301,SANDALIA MOLECA 5490.104 TP 107580 CHOCOLATE,22,104.99,49.06,31/05/26,114.0
010299,SANDALIA MOLECA 5490.104 TP 91008 PRETO/BLACK,24,104.99,49.06,31/05/26,114.0
009744,SANDALIA MOLEKINHA 2157.1203 PRETO/PRETO/GRAFI,5,89.9,41.8,09/06/25,115.07
009746,SANDALIA MOLEKINHA 2157.1205 ROSA /CRISTAL,3,89.9,41.8,09/06/25,115.07
010162,SANDALIA MOLEKINHA 2342.115 00066 DOURADO N,2,99.9,46.41,10/10/25,115.26
010161,SANDALIA MOLEKINHA 2342.116 NAPA 15745 PRETO 01 N,7,109.9,51.36,10/10/25,113.98
006391,SANDALIA MOLEKINHA 2347.100 MINI OURO ROSADO SHINE,22,99.9,49.7,28/05/26,101.01
009167,SANDALIA MOLEKINHA 2357.108 97266,1,119.9,54.67,11/10/24,119.32
009532,SANDALIA MOLEKINHA 2357.108 PRETO/ CRISTAL,1,119.9,56.21,13/03/25,113.31
009166,SANDALIA MOLEKINHA 2357.108 100108 OURO,2,119.9,56.21,01/12/25,113.31
010160,SANDALIA MOLEKINHA 2357.117 TIRA 58021 DOURADO,10,109.9,51.36,10/10/25,113.98
010145,SANDALIA MOLEKINHA 2361.205 DOURADO/OURO,25,119.9,59.85,29/05/26,100.33
010389,SANDALIA MOLEKINHA 2361.217 DOURADO/DOURADO,6,109.9,52.01,29/01/26,111.31
010382,SANDALIA MOLEKINHA 2375.101 NP BRANCO,1,109.9,52.01,28/01/26,111.31
010381,SANDALIA MOLEKINHA 2375.101 NP 108245 AVELA/OURO,7,109.9,54.98,28/05/26,99.89
008053,SANDALIA MOLEKINHA 2729.202 93824 BABY BRANCO,2,89.9,40.29,08/07/25,123.13
010080,SANDALIA MOLEKINHA 2743.102 DOURADO SHINE,3,69.9,33.6,29/01/26,108.04
010079,SANDALIA MOLEKINHA 2743.103 DOURADO ITA,3,69.9,33.18,23/09/25,110.67
010078,SANDALIA MOLEKINHA 2743.104 NAPA BRANCO OFF TURIM,3,79.9,37.51,23/09/25,113.01
007371,SANDALIA MOLEKINHO 101 FLOTER PRETO/AMAREL/LARA,3,79.9,35.94,/  /,122.31
009204,SANDALIA MOLEKINHO 2135.137 FL 92989 CINZA,1,69.9,32.45,24/10/24,115.41
010595,SANDALIA MOLEKINHO 2135.137 FL 105229 CINZA/AZUL,59,69.9,29.61,21/05/26,136.07
010377,SANDALIA MOLEKINHO 2135.137 FL 100004 CAFE/AREIA,75,69.9,29.61,21/05/26,136.07
008788,SANDALIA MOLEKINHO 2135.653 15745BM PRETO 01,1,89.9,39.43,04/07/24,128.0
009341,SANDALIA MOLEKINHO 2135.662 2135.662 MARINHO,1,69.9,32.97,09/06/25,112.01
009340,SANDALIA MOLEKINHO 2135.662 2135.662 PRETO,2,69.9,32.45,03/12/24,115.41
008789,SANDALIA MOLEKINHO 2135.763 36786BM MARINHO,1,79.9,35.17,11/05/26,127.18
007476,SANDALIA MOLEKINHO 2400-155 NAPA 7282,3,99.9,46.12,17/06/25,116.61
007478,SANDALIA MOLEKINHO 2400.355 1395 PRETO,1,99.9,42.69,28/06/24,134.01
008699,SANDALIA MOLEKINHO 2402.745 17063-MARIN/AREIA,3,99.9,46.12,17/06/25,116.61
009799,SANDALIA MOLEKINHO 2424.110 RUST 101021 VERDE,14,109.9,52.69,23/01/26,108.58
010376,SANDALIA MOLEKINHO 2430.101 15745 PRETO/P,12,109.9,52.69,23/01/26,108.58
007429,SANDALIA MOLEKINHO 2951-156 0526 BRANCO/OFF,1,69.9,30.46,/  /,129.48
010048,SANDALIA PAPETE BABY GRENDENE BS804 ROSA MEDIO,4,59.99,30.82,19/09/25,94.65
010047,SANDALIA PAPETE BABY GRENDENE BS803 ROSA CLARO,6,59.99,30.82,19/09/25,94.65
010286,SANDALIA PAPETE BABY GRENDENE BU269 ROSA/ROSA,1,59.99,30.82,26/11/25,94.65
010050,SANDALIA PAPETE BABY GRENDENE BQ901,4,59.99,30.82,19/09/25,94.65
010520,SANDALIA PAPETE BABY GRENDENE CB684,1,54.99,24.61,23/04/26,123.45
009817,SANDALIA PAPETE BABY MOLEKINHA 17165,5,129.9,60.24,23/09/25,115.64
009818,SANDALIA PAPETE BABY MOLEKINHA 78276 ROSA,2,129.9,55.53,18/06/25,133.93
007032,SANDALIA PAPETE CARTAGO 11713 AJ344 BEGE/MARROM,2,69.9,39.3,/  /,77.86
010039,SANDALIA PAPETE CARTAGO 12418 12418 BEGE CLARO,3,69.99,35.96,25/11/25,94.63
010274,SANDALIA PAPETE CARTAGO 12418 BL531 BEGE/MARROM,1,69.99,35.96,25/11/25,94.63
010701,SANDALIA PAPETE FEMININO BEIRA 103698,24,139.9,67.92,20/06/26,105.98
010702,SANDALIA PAPETE FEMININO BEIRA 104341,16,139.9,67.92,20/06/26,105.98
010616,SANDALIA PAPETE FEMININO MODARE 52531 NUDE A,10,134.99,63.68,26/05/26,111.98
010617,SANDALIA PAPETE FEMININO MODARE 108352 ALECRIM A,7,134.9,63.68,26/05/26,111.84
010666,SANDALIA PAPETE FEMININO MODARE 15758 PRETO/PRETO,7,144.99,69.37,08/06/26,109.01
010665,SANDALIA PAPETE FEMININO MODARE 106874 AVELA/MOCA,16,144.99,69.37,08/06/26,109.01
010663,SANDALIA PAPETE FEMININO MODARE 106596 CARAMELO,23,169.9,84.17,08/06/26,101.85
010664,SANDALIA PAPETE FEMININO MODARE 15745 PRETO A6,16,169.9,84.17,08/06/26,101.85
010705,SANDALIA PAPETE FEMININO MODARE 101439 CACAU A1,16,139.9,69.37,23/06/26,101.67
010706,SANDALIA PAPETE FEMININO MODARE 15745 PRETRO T,16,139.9,69.37,23/06/26,101.67
010635,SANDALIA PAPETE FEMININO MOLECA 91292 BLACK,21,139.9,68.49,31/05/26,104.26
010634,SANDALIA PAPETE FEMININO MOLECA 109531,20,139.99,68.49,31/05/26,104.39
010554,SANDALIA PAPETE FEMININO VIZZANO 101321 CHOCOLATE,10,159.9,69.46,30/04/26,130.2
010553,SANDALIA PAPETE FEMININO VIZZANO 15745 PRETO/PEL,11,159.9,69.46,30/04/26,130.2
010519,SANDALIA PAPETE GRENDENE KIDS BX084 AZUL,1,59.99,29.53,23/04/26,103.15
010049,SANDALIA PAPETE GRENDENE KIDS BV311 AZUL ESCURO,6,59.99,30.82,19/09/25,94.65
008839,SANDALIA PAPETE GRENDENE KIDS BC893P/CAN,4,62.99,28.75,08/07/24,119.1
010288,SANDALIA PAPETE GRENDENE KIDS BW316 CASTOR/AZUL,6,59.99,30.82,26/11/25,94.65
010287,SANDALIA PAPETE GRENDENE KIDS BU275,7,59.99,30.82,26/11/25,94.65
009868,SANDALIA PAPETE GRENDENE KIDS BQ540,1,59.99,31.47,26/06/25,90.63
010647,SANDALIA PAPETE INFANTIL 108441,14,124.99,54.98,02/06/26,127.34
009367,SANDALIA PAPETE KLIN 171223 6998 OFF-WHITE,1,120.0,50.96,17/12/24,135.48
009368,SANDALIA PAPETE KLIN 171225 0069 DOURADO,4,120.0,54.07,17/12/24,121.93
010476,SANDALIA PAPETE MODARE 7162.306 52531 NUDE SA,7,104.99,49.7,20/03/26,111.25
010475,SANDALIA PAPETE MODARE 7162.306 100196 AVELA S,5,104.99,49.06,14/04/26,114.0
010128,SANDALIA PAPETE MOLEKINHA PRETO CRISTAL,2,109.9,50.95,30/09/25,115.7
010127,SANDALIA PAPETE MOLEKINHA DOURADO NUDE 149,2,109.9,51.36,30/09/25,113.98
010453,SANDALIA PAPETE MOLEKINHA 108943,18,124.99,59.85,02/06/26,108.84
009816,SANDALIA PAPETE MOLEKINHA 95834,2,89.9,41.8,18/06/25,115.07
009815,SANDALIA PAPETE MOLEKINHA 91008 PRETO/BLAK,1,89.9,41.8,18/06/25,115.07
008380,SANDALIA PAPETE MOLEKINHA 98246STR B,6,99.9,44.05,02/12/24,126.79
008696,SANDALIA PAPETE MOLEKINHA 35312 MOL/BRANCO,5,99.9,43.51,28/06/24,129.6
008694,SANDALIA PAPETE MOLEKINHA 78276 -,1,99.9,46.12,28/06/24,116.61
009814,SANDALIA PAPETE MOLEKINHA 98249,2,89.9,44.74,18/06/25,100.94
009337,SANDALIA PAPETE MOLEKINHA 2733.108 PRETO,3,89.9,41.15,02/12/24,118.47
009812,SANDALIA PAPETE MOLEKINHA 15745 PRETO,8,109.9,51.02,18/06/25,115.41
009743,SANDALIA PAPETE MOLEKINHO CARAMELHO/BRANCO,2,89.9,40.23,09/06/25,123.47
010437,SANDALIA PAPETE MOLEKINHO 109448,10,94.99,43.16,10/03/26,120.09
010438,SANDALIA PAPETE MOLEKINHO 107178,12,94.99,43.16,10/03/26,120.09
008676,SANDALIA PAPETE RIDER 12149 R AX857,1,69.99,32.85,01/12/25,113.06
010618,SANDALIA PAPETE TRATORADA 35312 BRANCO OFF,24,99.9,49.7,26/05/26,101.01
010631,SANDALIA PAPETE TRATORADA 109977,17,114.99,54.98,29/05/26,109.15
009688,SANDALIA PAPETE VIZZANO 6499.122 15745 PRETO 01,16,149.9,74.02,18/06/26,102.51
010028,SANDALIA PAPETE VIZZANO 6499.122 MOCCA,15,149.9,74.02,18/06/26,102.51
009864,SANDALIA PAPETE ZAXY 19218 LUCKY BS807 NUDE,3,87.99,41.97,26/06/25,109.65
009865,SANDALIA PAPETE ZAXY 19218 LUCKY BS808 DALIA/ROSA,2,87.99,41.97,26/06/25,109.65
007111,SANDALIA PAPETE ZAXYNINA 18820 AS710 NUDE/CLARO,2,59.9,31.39,/  /,90.83
009584,SANDALIA PAPETE ZAXYNINA 19060 BN218 AMARELO,6,79.9,34.82,02/04/25,129.47
009585,SANDALIA PAPETE ZAXYNINA 19060 BO230 NUDE,4,79.9,34.82,04/12/25,129.47
009583,SANDALIA PAPETE ZAXYNINA 19060 BN214 OFF WHITE,3,79.9,34.82,02/04/25,129.47
009160,SANDALIA PAPETE ZAXYNINA 19061 BF750 LILAS,1,69.99,33.54,01/12/25,108.68
009162,SANDALIA PAPETE ZAXYNINA 19062 BF259 ROSA DALIA,1,79.9,35.55,01/12/25,124.75
009586,SANDALIA PAPETE ZAXYNINA 19167 BK985 NUDE,1,79.9,34.82,01/12/25,129.47
006925,SANDALIA PEGADA 131668-02 285-01 ANILINA,9,209.9,105.89,11/12/25,98.22
010621,SANDALIA PLATAFORMA MOLEKINHA 94979,15,109.9,54.98,28/05/26,99.89
010566,SANDALIA RASTEIRA FEMININO BE494 VERDE/VERDE,10,54.99,24.61,05/05/26,123.45
010565,SANDALIA RASTEIRA FEMININO BC838 BEGE/BEGE,41,54.99,24.61,05/05/26,123.45
010564,SANDALIA RASTEIRA FEMININO BC837 PRETO/PRETO,30,54.99,24.61,05/05/26,123.45
010590,SANDALIA RASTEIRA FEMININO 35312 BRANCO OFF,24,129.9,63.68,12/05/26,103.99
010589,SANDALIA RASTEIRA FEMININO 101321 CHCOLATE,21,129.99,63.68,12/05/26,104.13
010588,SANDALIA RASTEIRA FEMININO 101439 CACAU,19,149.9,73.08,12/05/26,105.12
010587,SANDALIA RASTEIRA FEMININO 35312 BRANCO OFF,18,149.9,73.08,12/05/26,105.12
010622,SANDALIA RASTEIRA MOLEKINHA 66 DOURADO A,15,109.9,54.98,28/05/26,99.89
010214,SANDALIA SALTINHO MOLEKINHA TWIST BRANCO OFF,6,109.9,51.36,30/10/25,113.98
010406,SANDALIA SALTINHO MOLEKINHA BRANCO,5,119.9,56.62,05/02/26,111.76
010213,SANDALIA SALTINHO MOLEKINHA STRASS OURO ROSAD,1,129.9,60.24,30/10/25,115.64
010584,SANDALIA SALTO BLOCO MODARE 95373 CAMEL EL,21,164.9,78.29,11/05/26,110.63
010583,SANDALIA SALTO BLOCO MODARE 100711 PRETO,13,164.99,78.29,11/05/26,110.74
010623,SANDALIA SALTO BLOCO MOLEKINHA 107933,16,129.9,64.51,28/05/26,101.36
009712,SANDALIA SALTO MEDIO MODARE 97016,8,164.99,79.31,05/12/25,108.03
009275,SANDALIA SALTO MODARE 7187.100 7187.100 PRETO,19,164.99,79.31,05/12/25,108.03
009987,SANDALIA SALTO MODARE 7187.100 AVELA,23,164.99,78.29,11/05/26,110.74
009394,SANDALIA SALTO MODARE 7187.100 102139,18,164.99,74.59,21/06/25,121.2
009276,SANDALIA SALTO MODARE 7187.100 7187.100 NUDE/TAN,6,164.99,79.31,05/12/25,108.03
010429,SANDALIA VIZZANO 6235.1727 VERN 35312 BRANCO,4,124.99,50.28,04/03/26,148.59
010430,SANDALIA VIZZANO 6235.1727 VERN 101321,7,124.99,50.29,04/03/26,148.54
010110,SANDALIA VIZZANO 6513.218 NAPA 35312 BRANCO OFF,3,139.9,64.79,30/09/25,115.93
010111,SANDALIA VIZZANO 6513.218 NAPA 101441 CAPUCCINO,1,139.9,64.79,30/09/25,115.93
010308,SANDALIA VIZZANO 6570.100 NAPA 35312 BRANCO OFF,6,179.9,79.86,05/12/25,125.27
010307,SANDALIA VIZZANO 6570.103 PELICA 35312 BRANCO OFF,5,179.9,84.51,05/12/25,112.87
010309,SANDALIA VIZZANO 6570.200 NAPA 104068 MOCCA CALF,8,179.9,84.51,05/12/25,112.87
010306,SANDALIA VIZZANO 6570.203 PELICA 95373 CAMEL,3,179.9,84.51,05/12/25,112.87
008141,SANDALIA WORLDCOLORS 111.036 1149 ALICE PINK,2,99.9,46.51,/  /,114.79
008142,SANDALIA WORLDCOLORS 111.036 3460 ALICE K,2,99.9,48.85,/  /,104.5
008018,SANDALIA WORLDCOLORS 296.001 1463 BABY DOURADO,1,127.9,55.83,08/07/25,129.09
008020,SANDALIA WORLDCOLORS 296.001 992 BABY PRETO,2,127.9,55.83,08/07/25,129.09
007138,SANDALIA ZAXY 18770 CONECTADA AP039 NUDE,1,69.9,28.65,/  /,143.98
007114,SANDALIA ZAXYNINA 18501 91056 ROSA/ESCURO,1,62.99,30.45,01/12/25,106.86
008825,SANDALIA ZAXYNINA 18501 BE138Z/MOD ROSA,8,69.99,30.48,04/12/25,129.63
007118,SANDALIA ZAXYNINA 18501 90163 ROSA/CLARO,4,62.99,28.75,04/12/25,119.1
007112,SANDALIA ZAXYNINA 18776 AO862 ROSA/CHOQUE,1,69.99,31.61,/  /,121.42
006262,SANDALIA ZAXYNINA 18859 BABY AU059 ROSA MEDIO,14,79.9,36.87,04/12/25,116.71
007113,SANDALIA ZAXYNINA 18859 BABY AU060 ROSA,1,79.9,38.81,01/12/25,105.87
008882,SANDALIA ZAXYNINA 18988 BA656Z/FO ROSA,2,79.9,35.55,01/12/25,124.75
009037,SANDALIA ZAXYNINA 19060 ZAXYNINA BF040 ROSA MEDIO,3,62.99,30.48,04/12/25,106.66
010066,SANDALIA ZAXYNINA 19287 SWEETY ROSA MEDIO/ AZUL,2,52.99,25.68,19/09/25,106.35
010282,SANDALIA ZAXYNINA 19287 SWEETY BT395 ROSA DALIA,1,52.99,25.68,26/11/25,106.35
