"Id Anuncio";"Código Marketplace";"Id Marketplace";"Conf. Loja Marketplace";Loja;"Id Derivação";"Código Produto";Produto;Derivação;Título;EAN;"Id Preço";"Preço Antigo";Preço;"Preço Custo Médio";"Preço Custo Atual";Estoque;"Redutor Estoque";"Sit. Envio";Ativo;"Prazo Expedição";"Origem Prazo Expedição";"Data Envio";
516;1735830434805089621;67;"7 - Chinelaria Leilane Neves x TikTok Shop";"1 - Chinelaria Leilane Neves";33735;2342603;"Tamanco Azaleia 18908 Fabi Light";;"Tamanco Azaleia 18908 Fabi Light";;28230;0,00;89,90;0,00;0,00;54;1;Enviado;Sim;0;;"29/05/2026 12:11:55";https://shop.tiktok.com/view/product/1735830434805089621?region=BR&locale=pt-BR&source=seller_center&no-cache=1&e=1
515;1735815490972583253;67;"7 - Chinelaria Leilane Neves x TikTok Shop";"1 - Chinelaria Leilane Neves";56251;2545583;"Babuche Moleca 5832.100 Pvc";;"Babuche Moleca 5832.100";;28215;0,00;99,90;0,00;0,00;36;1;Enviado;Sim;0;;"28/05/2026 16:16:51";https://shop.tiktok.com/view/product/1735815490972583253?region=BR&locale=pt-BR&source=seller_center&no-cache=1&e=1
514;1735815452168717653;67;"7 - Chinelaria Leilane Neves x TikTok Shop";"1 - Chinelaria Leilane Neves";34788;2349858;"Bolsa Moleca 50007.1 Casual Gorgurão";;"Bolsa Moleca 50007.1 Casual Gorgurão";;28214;0,00;120,90;0,00;0,00;13;1;Enviado;Sim;0;;"28/05/2026 16:12:35";https://shop.tiktok.com/view/product/1735815452168717653?region=BR&locale=pt-BR&source=seller_center&no-cache=1&e=1
511;1735815432529085781;67;"7 - Chinelaria Leilane Neves x TikTok Shop";"1 - Chinelaria Leilane Neves";57614;2550276;"Babuche Molekinho 2874.204 gas/injet";;"Babuche LED Infantil Molekinho 2874.40";;28211;0,00;120,90;0,00;0,00;24;1;Enviado;Sim;0;;"28/05/2026 16:07:55";https://shop.tiktok.com/view/product/1735815432529085781?region=BR&locale=pt-BR&source=seller_center&no-cache=1&e=1
506;1735815442688607573;67;"7 - Chinelaria Leilane Neves x TikTok Shop";"1 - Chinelaria Leilane Neves";61254;2619942;"Papete Slide Feminina Moleca 5500.125 New Nancy";;"Papete Slide Feminina Moleca 5500.125";;28206;0,00;179,90;0,00;0,00;27;1;Enviado;Sim;0;;"28/05/2026 16:09:01";https://shop.tiktok.com/view/product/1735815442688607573?region=BR&locale=pt-BR&source=seller_center&no-cache=1&e=1
505;1735815418489701717;67;"7 - Chinelaria Leilane Neves x TikTok Shop";"1 - Chinelaria Leilane Neves";34338;2347549;"Bolsa Moleca Feminino 50048.3 Zíper Neo Gorgurão";;"Bolsa Moleca Zíper Neo Gorgurão 50048.3";;28205;0,00;141,90;0,00;0,00;10;1;Enviado;Sim;0;;"28/05/2026 16:09:24";https://shop.tiktok.com/view/product/1735815418489701717?region=BR&locale=pt-BR&source=seller_center&no-cache=1&e=1
504;1735798247550453077;67;"7 - Chinelaria Leilane Neves x TikTok Shop";"1 - Chinelaria Leilane Neves";61396;2626343;"Tenis Casual Feminina Modare 7416.202 Lond";;"Tenis Casual Feminina Modare 7416.202";;28188;0,00;226,90;0,00;0,00;4;1;Enviado;Sim;0;;"27/05/2026 13:25:17";https://shop.tiktok.com/view/product/1735798247550453077?region=BR&locale=pt-BR&source=seller_center&no-cache=1&e=1
503;1735797668435166549;67;"7 - Chinelaria Leilane Neves x TikTok Shop";"1 - Chinelaria Leilane Neves";61395;2626342;"Tenis Casual Feminina Modare 7416.100 Suprema";;"Tenis Casual Feminina Modare 7416.100";;28187;0,00;216,90;0,00;0,00;29;1;Enviado;Sim;0;;"27/05/2026 12:15:28";https://shop.tiktok.com/view/product/1735797668435166549?region=BR&locale=pt-BR&source=seller_center&no-cache=1&e=1
501;1735796952266212693;67;"7 - Chinelaria Leilane Neves x TikTok Shop";"1 - Chinelaria Leilane Neves";59021;2581241;"Tenis Feminino Actvitta 4849.307 Xang/Austra";;"Tênis Actvitta Feminino Confortável Leve Academia Corrida";;28177;0,00;274,90;0,00;0,00;17;1;Enviado;Sim;0;;"27/05/2026 11:10:13";https://shop.tiktok.com/view/product/1735796952266212693?region=BR&locale=pt-BR&source=seller_center&no-cache=1&e=1
500;1735796952252319061;67;"7 - Chinelaria Leilane Neves x TikTok Shop";"1 - Chinelaria Leilane Neves";56223;2545565;"Tênis Actvitta 4849.502 Energy";;"Tenis Actvitta Feminino Casual Conforto Light Foam Pro Macio";;28168;0,00;274,90;0,00;0,00;24;1;Enviado;Sim;0;;"27/05/2026 11:09:52";https://shop.tiktok.com/view/product/1735796952252319061?region=BR&locale=pt-BR&source=seller_center&no-cache=1&e=1
499;1735717943328015701;67;"7 - Chinelaria Leilane Neves x TikTok Shop";"1 - Chinelaria Leilane Neves";38855;2361827;"Chinelo Havaianas Top Liso";;"Chinelo Havaianas Top Liso TOP";;28143;0,00;46,90;0,00;0,00;369;1;Enviado;Sim;0;;"22/05/2026 12:02:06";https://shop.tiktok.com/view/product/1735717943328015701?region=BR&locale=pt-BR&source=seller_center&no-cache=1&e=1
498;1735717855783781717;67;"7 - Chinelaria Leilane Neves x TikTok Shop";"1 - Chinelaria Leilane Neves";38280;2360426;"Chinelo Havaianas Slim Liso";;"Chinelo Havaianas Slim Liso - chinelo dedo havaianas slim liso";;28142;0,00;53,90;0,00;0,00;230;1;Enviado;Sim;0;;"22/05/2026 11:58:17";https://shop.tiktok.com/view/product/1735717855783781717?region=BR&locale=pt-BR&source=seller_center&no-cache=1&e=1
496;1735717900066719061;67;"7 - Chinelaria Leilane Neves x TikTok Shop";"1 - Chinelaria Leilane Neves";49413;2387439;"Chinelo Havaianas Top Tiras";;"Chinelo Havaianas Top Tiras";;28140;0,00;46,90;0,00;0,00;251;1;Enviado;Sim;0;;"22/05/2026 12:01:36";https://shop.tiktok.com/view/product/1735717900066719061?region=BR&locale=pt-BR&source=seller_center&no-cache=1&e=1
495;1735717857584317781;67;"7 - Chinelaria Leilane Neves x TikTok Shop";"1 - Chinelaria Leilane Neves";39125;2362313;"Chinelo Havaianas Brasil ";;"Chinelo Havaianas Brasil";;28139;0,00;73,90;0,00;0,00;319;1;Enviado;Sim;0;;"22/05/2026 12:00:51";https://shop.tiktok.com/view/product/1735717857584317781?region=BR&locale=pt-BR&source=seller_center&no-cache=1&e=1
494;1735717949966878037;67;"7 - Chinelaria Leilane Neves x TikTok Shop";"1 - Chinelaria Leilane Neves";37403;2358805;"Chinelo Havaianas Brasil Logo Original";;"Chinelo Havaianas Brasil";;28138;0,00;68,90;0,00;0,00;75;1;Enviado;Sim;0;;"22/05/2026 12:04:17";https://shop.tiktok.com/view/product/1735717949966878037?region=BR&locale=pt-BR&source=seller_center&no-cache=1&e=1
493;1735716964532585813;67;"7 - Chinelaria Leilane Neves x TikTok Shop";"1 - Chinelaria Leilane Neves";54946;2526967;"Tamanco Slide Modare 7215.102 Nobuck";;"Tamanco Feminino Modare Slide Conforto Lançamento Original";;28137;0,00;173,90;0,00;0,00;9;1;Enviado;Sim;0;;"22/05/2026 10:35:52";https://shop.tiktok.com/view/product/1735716964532585813?region=BR&locale=pt-BR&source=seller_center&no-cache=1&e=1
492;1735716975638185301;67;"7 - Chinelaria Leilane Neves x TikTok Shop";"1 - Chinelaria Leilane Neves";51831;2447312;"Tamanco Slide Modare 7215.102 Suprema";;"Tamanco Feminino Modare Slide Conforto Lançamento Original";;28136;0,00;173,90;0,00;0,00;29;1;Enviado;Sim;0;;"22/05/2026 10:36:23";https://shop.tiktok.com/view/product/1735716975638185301?region=BR&locale=pt-BR&source=seller_center&no-cache=1&e=1
459;1735716955319076181;67;"7 - Chinelaria Leilane Neves x TikTok Shop";"1 - Chinelaria Leilane Neves";61123;2609529;"Sandalia Anabela Modare 7151.102 Canelado II";;"Tamanco Modare Sandalia Ortopedica feminina Ultra Conforto";;28087;0,00;152,90;0,00;0,00;52;1;Enviado;Sim;0;;"22/05/2026 10:36:48";https://shop.tiktok.com/view/product/1735716955319076181?region=BR&locale=pt-BR&source=seller_center&no-cache=1&e=1
432;1735716977041704277;67;"7 - Chinelaria Leilane Neves x TikTok Shop";"1 - Chinelaria Leilane Neves";61001;2608308;"Sandalia Salto Bloco Feminina Modare 7187.100 Elas Canela";;"Sandalia Salto Bloco Feminina Modare 7187.100";;28060;0,00;179,90;0,00;0,00;32;1;Enviado;Sim;0;;"22/05/2026 10:37:12";https://shop.tiktok.com/view/product/1735716977041704277?region=BR&locale=pt-BR&source=seller_center&no-cache=1&e=1
431;1735703554268497237;67;"7 - Chinelaria Leilane Neves x TikTok Shop";"1 - Chinelaria Leilane Neves";37388;2358788;"Tênis Actvitta 4931.103 Loc Oregon";;"Tênis Masculino Calce Facil Casual Slip On Macio Actvitta";;28059;0,00;216,90;0,00;0,00;55;1;Enviado;Sim;0;;"21/05/2026 19:40:31";https://shop.tiktok.com/view/product/1735703554268497237?region=BR&locale=pt-BR&source=seller_center&no-cache=1&e=1
209;1735585454575355221;67;"7 - Chinelaria Leilane Neves x TikTok Shop";"1 - Chinelaria Leilane Neves";60295;2601358;"Papete Slide Feminino Beira Rio 8488.122 t/pronta";;"Papete Slide Feminino Beira Rio 8488.122";;27755;0,00;110,90;0,00;0,00;20;1;Enviado;Sim;0;;"14/05/2026 10:43:18";https://shop.tiktok.com/view/product/1735585454575355221?region=BR&locale=pt-BR&source=seller_center&no-cache=1&e=1
208;1735585399271818581;67;"7 - Chinelaria Leilane Neves x TikTok Shop";"1 - Chinelaria Leilane Neves";59938;2598698;"Chinelo Rasteira Feminina Slide Vizzano 6371.367 Napa Calf";;"Chinelo Rasteira Feminina Slide Vizzano";;27754;0,00;88,90;0,00;0,00;17;1;Enviado;Sim;0;;"14/05/2026 10:38:47";https://shop.tiktok.com/view/product/1735585399271818581?region=BR&locale=pt-BR&source=seller_center&no-cache=1&e=1
207;1735584602326992213;67;"7 - Chinelaria Leilane Neves x TikTok Shop";"1 - Chinelaria Leilane Neves";59045;2581596;"Chinelo Tamanco Feminino Modare 7142.106 Tres Berlim";;"Chinelo Tamanco Modare 7142.106";;27709;0,00;115,90;0,00;0,00;1;1;Enviado;Sim;0;;"14/05/2026 09:39:49";https://shop.tiktok.com/view/product/1735584602326992213?region=BR&locale=pt-BR&source=seller_center&no-cache=1&e=1
206;1735584613935777109;67;"7 - Chinelaria Leilane Neves x TikTok Shop";"1 - Chinelaria Leilane Neves";33080;2340253;"Tamanco Modare 7142.106 Tresse Alba";;"Chinelo Tamanco Modare 7142.106";;27708;0,00;110,90;0,00;0,00;11;1;Enviado;Sim;0;;"14/05/2026 09:40:03";https://shop.tiktok.com/view/product/1735584613935777109?region=BR&locale=pt-BR&source=seller_center&no-cache=1&e=1
205;1735375168476120405;67;"7 - Chinelaria Leilane Neves x TikTok Shop";"1 - Chinelaria Leilane Neves";1381;2035241;"Chinelo Tamanco Modare 7142.106 NP/Sense Flex";;"Chinelo Tamanco Modare 7142.106";;27707;0,00;110,90;0,00;0,00;191;1;Enviado;Sim;0;;"14/05/2026 09:40:41";https://shop.tiktok.com/view/product/1735375168476120405?region=BR&locale=pt-BR&source=seller_center&no-cache=1&e=1
203;1735571792693921109;67;"7 - Chinelaria Leilane Neves x TikTok Shop";"1 - Chinelaria Leilane Neves";58871;2568442;"Rasteira Feminina Vizzano 6371.1005 Pelica";;"Rasteira Feminina Vizzano 6371.1005";;27705;0,00;131,90;0,00;0,00;30;1;Enviado;Sim;0;;"13/05/2026 16:54:51";https://shop.tiktok.com/view/product/1735571792693921109?region=BR&locale=pt-BR&source=seller_center&no-cache=1&e=1
202;1735571874354136405;67;"7 - Chinelaria Leilane Neves x TikTok Shop";"1 - Chinelaria Leilane Neves";58894;2568459;"Rasteira Feminina Vizzano 6553.101 Napa Garda";;"Rasteira Feminina Vizzano 6553.101";;27704;0,00;104,90;0,00;0,00;4;1;Enviado;Sim;0;;"13/05/2026 16:55:23";https://shop.tiktok.com/view/product/1735571874354136405?region=BR&locale=pt-BR&source=seller_center&no-cache=1&e=1
200;1735571703623419221;67;"7 - Chinelaria Leilane Neves x TikTok Shop";"1 - Chinelaria Leilane Neves";60818;2606511;"Chinelo Feminino Square Havaianas Jelly";;"Chinelo Feminino Square Havaianas Jelly jel buttercream";;27702;0,00;83,90;0,00;0,00;104;1;Enviado;Sim;0;;"13/05/2026 16:32:02";https://shop.tiktok.com/view/product/1735571703623419221?region=BR&locale=pt-BR&source=seller_center&no-cache=1&e=1
198;1735571514916111701;67;"7 - Chinelaria Leilane Neves x TikTok Shop";"1 - Chinelaria Leilane Neves";49557;2387850;"Sandália Salto Modare 7187.100 Elástico Canelado";;"Sandalia Salto Bloco Feminina Modare 7187.100";;27700;0,00;179,90;0,00;0,00;59;1;Enviado;Sim;0;;"13/05/2026 15:51:17";https://shop.tiktok.com/view/product/1735571514916111701?region=BR&locale=pt-BR&source=seller_center&no-cache=1&e=1
196;1735571540159333717;67;"7 - Chinelaria Leilane Neves x TikTok Shop";"1 - Chinelaria Leilane Neves";61000;2608307;"Papete Slide Feminina Moleca 5556.100 tira pr ca";;"Papete Slide Feminina Moleca 5556.100";;27698;0,00;136,90;0,00;0,00;8;1;Enviado;Sim;0;;"13/05/2026 15:52:18";https://shop.tiktok.com/view/product/1735571540159333717?region=BR&locale=pt-BR&source=seller_center&no-cache=1&e=1
194;1735571107768403285;67;"7 - Chinelaria Leilane Neves x TikTok Shop";"1 - Chinelaria Leilane Neves";60820;2606513;"Chinelo Square Feminina Havaianas Glitter Contour";;"Sandália Slim Square Glitter Contour Havaianas";;27696;0,00;89,90;0,00;0,00;42;1;Enviado;Sim;0;;"13/05/2026 14:50:31";https://shop.tiktok.com/view/product/1735571107768403285?region=BR&locale=pt-BR&source=seller_center&no-cache=1&e=1
193;1735571109515461973;67;"7 - Chinelaria Leilane Neves x TikTok Shop";"1 - Chinelaria Leilane Neves";38021;2359737;"Chinelo Feminino Havaianas Slim Square Liso";;"Chinelo Havaianas Slim Square Feminino Original";;27695;0,00;57,90;0,00;0,00;141;1;Enviado;Sim;0;;"13/05/2026 14:50:41";https://shop.tiktok.com/view/product/1735571109515461973?region=BR&locale=pt-BR&source=seller_center&no-cache=1&e=1
192;1735571130312197461;67;"7 - Chinelaria Leilane Neves x TikTok Shop";"1 - Chinelaria Leilane Neves";60819;2606512;"Chinelo Slim Feminino Havaianas Glitter Edge";;"Chinelo Havaianas Glitter Glam E Edge Feminina Brilho";;27694;0,00;89,90;0,00;0,00;97;1;Enviado;Sim;0;;"13/05/2026 14:51:41";https://shop.tiktok.com/view/product/1735571130312197461?region=BR&locale=pt-BR&source=seller_center&no-cache=1&e=1
150;1735570502653085013;67;"7 - Chinelaria Leilane Neves x TikTok Shop";"1 - Chinelaria Leilane Neves";60487;2601946;"Tenis Feminino Actvitta 4841.103 Loc Salem";;"Tênis Feminino Calce Facil Casual Slip On Macio Actvitta";;27652;0,00;216,90;0,00;0,00;80;1;Enviado;Sim;0;;"13/05/2026 13:28:25";https://shop.tiktok.com/view/product/1735570502653085013?region=BR&locale=pt-BR&source=seller_center&no-cache=1&e=1
121;1735569221454169429;67;"7 - Chinelaria Leilane Neves x TikTok Shop";"1 - Chinelaria Leilane Neves";59060;2581614;"Chinelo Tamanco Slide Feminino Modare 7142.101 Pele Strech";;"Chinelo Tamanco Slide Feminino Modare 7142.101";;27597;0,00;120,90;0,00;0,00;44;1;Enviado;Sim;0;;"13/05/2026 11:09:17";https://shop.tiktok.com/view/product/1735569221454169429?region=BR&locale=pt-BR&source=seller_center&no-cache=1&e=1
120;1735569120206816597;67;"7 - Chinelaria Leilane Neves x TikTok Shop";"1 - Chinelaria Leilane Neves";51385;2400168;"Tamanco Slide Modare 7142.101 Elástico";;"Chinelo Tamanco Slide Feminino Modare 7142.101";;27596;0,00;120,90;0,00;0,00;3;1;Enviado;Sim;0;;"13/05/2026 11:09:03";https://shop.tiktok.com/view/product/1735569120206816597?region=BR&locale=pt-BR&source=seller_center&no-cache=1&e=1
